Site,Date,Grid,Species,Sex
R1,7/7/16,33,Aedes albopictus,M
R1,7/7/16,33,Aedes albopictus,M
R1,7/7/16,33,Aedes albopictus,M
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes triseriatus,M
R1,7/7/16,33,Aedes albopictus,M
R1,7/7/16,33,Aedes albopictus,M
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes triseriatus,F
R1,7/7/16,33,Aedes triseriatus,F
R1,7/7/16,33,Aedes triseriatus,F
R1,7/7/16,33,Aedes triseriatus,F
R1,7/7/16,33,Culex quinquefasciatus,F
R1,7/7/16,33,Aedes albopictus,M
R1,7/7/16,33,Aedes albopictus,M
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes albopictus,F
R1,7/7/16,33,Aedes albopictus,F
R1,7/21/16,34,Aedes albopictus,F
R1,7/21/16,34,Aedes albopictus,F
R1,7/21/16,34,Aedes albopictus,F
R1,7/21/16,34,Aedes albopictus,F
R1,7/21/16,34,Aedes albopictus,F
R1,7/21/16,34,Aedes albopictus,F
R1,7/21/16,34,Aedes albopictus,F
R1,7/21/16,34,Aedes albopictus,M
R1,7/21/16,34,Aedes albopictus,F
R1,7/21/16,34,Aedes albopictus,F
R1,7/21/16,34,Aedes albopictus,M
R1,7/21/16,34,Aedes albopictus,M
R1,7/21/16,34,Aedes albopictus,M
R1,7/21/16,34,Aedes albopictus,F
R1,7/21/16,34,Aedes albopictus,M
R1,8/2/16,33,Aedes albopictus,M
R1,8/2/16,33,Orthopodomyia signifera,F
R1,8/2/16,33,Orthopodomyia signifera,F
R1,8/2/16,33,Orthopodomyia signifera,F
R1,8/2/16,33,Orthopodomyia signifera,F
R1,8/2/16,51,Aedes albopictus,F
R1,8/2/16,51,Aedes albopictus,M
R1,8/2/16,51,Aedes albopictus,M
R1,8/2/16,51,Aedes albopictus,F
R1,8/2/16,51,Aedes albopictus,F
R1,8/2/16,51,Aedes albopictus,F
R1,8/2/16,51,Aedes albopictus,M
R1,8/2/16,51,Aedes albopictus,F
R1,8/2/16,51,Aedes albopictus,F
R1,8/2/16,51,Aedes albopictus,F
R1,8/2/16,51,Aedes albopictus,F
R1,8/2/16,51,Aedes albopictus,F
R1,8/2/16,51,Aedes albopictus,M
R1,8/2/16,51,Aedes albopictus,F
R1,8/30/16,46C,Anopheles punctipennis,F
R1,8/30/16,46C,Anopheles punctipennis,M
R2,6/20/16,50A,Aedes albopictus,M
R2,6/20/16,50A,Aedes albopictus,M
R2,6/20/16,50A,Aedes albopictus,F
R2,7/5/16,59,Aedes albopictus,M
R2,7/5/16,59,Aedes albopictus,M
R2,7/5/16,59,Aedes albopictus,M
R2,7/5/16,59,Aedes albopictus,M
R2,7/5/16,59,Aedes albopictus,M
R2,7/5/16,59,Aedes albopictus,M
R2,7/5/16,59,Aedes albopictus,M
R2,7/5/16,59,Aedes albopictus,F
R2,7/5/16,59,Aedes albopictus,F
R2,7/5/16,59,Aedes albopictus,F
R2,7/5/16,59,Aedes albopictus,F
R2,7/5/16,59,Aedes albopictus,F
R2,7/5/16,59,Aedes japonicus,F
R2,7/5/16,59,Culex quinquefasciatus,M
R2,7/5/16,59,Culex quinquefasciatus,M
R2,7/5/16,59,Culex quinquefasciatus,M
R2,7/5/16,59,Culex quinquefasciatus,F
R2,7/5/16,59,Culex quinquefasciatus,F
R2,7/5/16,59,Aedes albopictus,F
R2,7/5/16,92,Aedes albopictus,M
R2,7/5/16,92,Aedes albopictus,M
R2,7/5/16,92,Aedes albopictus,M
R2,7/5/16,92,Aedes albopictus,M
R2,7/5/16,92,Aedes albopictus,M
R2,7/5/16,92,Aedes albopictus,F
R2,7/5/16,92,Aedes albopictus,F
R2,7/5/16,92,Aedes albopictus,F
R2,7/5/16,92,Aedes albopictus,F
R2,7/5/16,92,Aedes albopictus,F
R2,7/5/16,92,Aedes albopictus,F
R2,7/5/16,92,Aedes albopictus,M
R2,7/5/16,92,Aedes albopictus,M
R2,7/5/16,92,Aedes albopictus,M
R2,7/5/16,50B,Aedes albopictus,M
R2,7/5/16,50B,Aedes albopictus,F
R2,7/5/16,50B,Aedes albopictus,F
R2,7/5/16,50B,Aedes albopictus,M
R2,7/5/16,50B,Aedes albopictus,M
R2,7/5/16,50B,Aedes albopictus,F
R2,7/5/16,50B,Aedes albopictus,F
R2,7/5/16,50B,Aedes albopictus,F
R2,7/5/16,50B,Aedes albopictus,F
R2,7/5/16,50B,Aedes albopictus,F
R2,7/5/16,61B,Aedes albopictus,F
R2,7/5/16,61B,Aedes albopictus,F
R2,7/5/16,61B,Aedes albopictus,F
R2,7/5/16,61B,Aedes albopictus,F
R2,7/5/16,61B,Aedes albopictus,F
R2,7/5/16,61B,Aedes albopictus,F
R2,7/5/16,61B,Aedes albopictus,F
R2,7/5/16,61B,Aedes albopictus,F
R2,7/5/16,61B,Aedes albopictus,F
R2,7/5/16,61B,Aedes albopictus,M
R2,7/5/16,61B,Aedes albopictus,M
R2,7/5/16,61B,Aedes albopictus,M
R2,7/5/16,61B,Aedes albopictus,F
R2,7/5/16,61B,Aedes albopictus,F
R2,7/19/16,92,Aedes albopictus,M
R2,7/19/16,92,Aedes albopictus,M
R2,7/19/16,92,Aedes albopictus,M
R2,7/19/16,92,Aedes albopictus,M
R2,7/19/16,92,Aedes albopictus,M
R2,7/19/16,92,Aedes albopictus,F
R2,7/19/16,92,Aedes albopictus,M
R2,7/19/16,92,Aedes albopictus,M
R2,7/19/16,92,Aedes albopictus,M
R2,7/19/16,92,Aedes albopictus,M
R2,7/19/16,92,Aedes albopictus,F
R2,7/19/16,92,Aedes albopictus,F
R2,7/19/16,92,Aedes albopictus,F
R2,7/19/16,92,Aedes albopictus,M
R2,7/19/16,92,Aedes albopictus,M
R2,7/19/16,92,Aedes albopictus,F
R2,7/19/16,59A,Aedes albopictus,M
R2,7/19/16,59A,Aedes albopictus,M
R2,7/19/16,59A,Aedes albopictus,M
R2,7/19/16,59A,Aedes albopictus,M
R2,7/19/16,59A,Aedes albopictus,M
R2,7/19/16,59A,Aedes albopictus,M
R2,7/19/16,59A,Aedes albopictus,M
R2,8/2/16,51,Aedes albopictus,M
R2,8/2/16,51,Aedes albopictus,M
R2,8/2/16,51,Aedes albopictus,M
R2,8/2/16,51,Aedes albopictus,M
R2,8/2/16,51,Aedes albopictus,F
R2,8/2/16,51,Aedes albopictus,F
R2,8/2/16,51,Aedes albopictus,F
R2,8/2/16,51,Aedes albopictus,F
R2,8/2/16,51,Aedes albopictus,F
R2,8/2/16,51,Aedes albopictus,F
R2,8/2/16,61A,Aedes albopictus,M
R2,8/2/16,61A,Aedes albopictus,M
R2,8/2/16,61A,Aedes albopictus,M
R2,8/2/16,61A,Aedes albopictus,M
R2,8/2/16,61A,Aedes albopictus,F
R2,8/2/16,61A,Aedes albopictus,F
R2,8/15/16,51,Aedes albopictus,M
R2,8/15/16,51,Aedes albopictus,F
R2,8/15/16,51,Aedes albopictus,F
R2,8/15/16,51,Aedes albopictus,F
R2,8/15/16,51,Aedes albopictus,F
R2,8/29/16,51,Aedes albopictus,M
R2,8/29/16,51,Aedes albopictus,F
R2,8/29/16,51,Aedes albopictus,F
R2,8/29/16,51,Aedes albopictus,F
R2,8/29/16,51,Aedes japonicus,F
R2,8/29/16,51,Aedes albopictus,F
R2,8/29/16,61B,Aedes albopictus,F
R2,8/29/16,61B,Aedes albopictus,F
R2,8/29/16,61B,Aedes albopictus,M
R2,8/29/16,61B,Aedes albopictus,M
R2,8/29/16,61B,Aedes albopictus,F
R2,8/29/16,61B,Aedes albopictus,F
R2,8/29/16,61B,Aedes albopictus,M
R2,8/29/16,61B,Aedes albopictus,M
R2,8/29/16,61B,Aedes albopictus,M
R2,8/29/16,61B,Aedes albopictus,F
R3,6/22/16,26,Culex quinquefasciatus,M
R3,6/22/16,26,Culex quinquefasciatus,M
R3,6/22/16,26,Culex quinquefasciatus,M
R3,6/22/16,26,Culex quinquefasciatus,M
R3,6/22/16,26,Culex quinquefasciatus,M
R3,6/22/16,26,Culex quinquefasciatus,M
R3,6/22/16,26,Culex quinquefasciatus,M
R3,6/22/16,26,Culex quinquefasciatus,M
R3,6/22/16,26,Culex quinquefasciatus,F
R3,6/22/16,26,Anopheles punctipennis,M
R3,6/22/16,26,Anopheles punctipennis,M
R3,6/22/16,26,Anopheles punctipennis,F
R3,6/22/16,40,Aedes albopictus,F
R3,6/22/16,40,Aedes albopictus,F
R3,7/7/16,26,Culex quinquefasciatus,F
R3,7/7/16,26,Culex quinquefasciatus,F
R3,7/7/16,26,Culex quinquefasciatus,M
R3,7/7/16,26,Culex quinquefasciatus,M
R3,7/7/16,26,Culex quinquefasciatus,M
R3,7/7/16,26,Culex quinquefasciatus,M
R3,7/7/16,26,Culex quinquefasciatus,M
R3,7/7/16,26,Culex quinquefasciatus,M
R3,7/7/16,26,Culex quinquefasciatus,M
R3,7/7/16,26,Culex quinquefasciatus,M
R3,7/7/16,26,Culex quinquefasciatus,F
R3,7/7/16,26,Anopheles punctipennis,M
R3,7/7/16,40A,Aedes albopictus,M
R3,7/7/16,40A,Aedes albopictus,M
R3,7/7/16,40A,Aedes albopictus,M
R3,7/7/16,40A,Aedes albopictus,F
R3,7/7/16,40A,Aedes albopictus,F
R3,7/7/16,40A,Aedes albopictus,F
R3,7/19/16,27,Anopheles punctipennis,M
R3,7/19/16,27,Culex quinquefasciatus,F
R3,7/19/16,27,Culex quinquefasciatus,F
R3,7/19/16,27,Culex quinquefasciatus,F
R3,7/19/16,39,Aedes albopictus,F
R3,7/19/16,39,Aedes albopictus,F
R3,7/19/16,39,Aedes albopictus,F
R3,8/3/16,51,Aedes albopictus,F
R3,8/3/16,40A,Aedes albopictus,M
R3,8/3/16,40A,Aedes albopictus,M
R3,8/3/16,40A,Aedes albopictus,M
R3,8/3/16,40A,Aedes albopictus,M
R3,8/3/16,40A,Aedes albopictus,F
R3,8/3/16,40A,Aedes albopictus,F
R3,8/3/16,40A,Aedes albopictus,M
R3,8/3/16,40A,Aedes albopictus,F
R3,8/3/16,40A,Aedes albopictus,M
R3,8/3/16,40A,Aedes albopictus,M
R3,8/15/16,26,Anopheles crucians,M
R3,8/15/16,26,Anopheles punctipennis,M
R3,8/15/16,26,Anopheles punctipennis,F
R3,8/15/16,26,Anopheles punctipennis,F
R3,8/15/16,26,Anopheles punctipennis,F
R3,8/15/16,40A,Aedes albopictus,M
R3,8/15/16,40A,Aedes albopictus,F
R3,8/15/16,40A,Aedes albopictus,F
R3,8/15/16,40A,Aedes albopictus,M
R3,8/15/16,40A,Aedes albopictus,M
R3,8/15/16,40A,Aedes albopictus,M
R3,8/15/16,40A,Aedes albopictus,M
R3,8/15/16,40A,Aedes albopictus,M
R3,8/15/16,40A,Aedes albopictus,M
R3,8/15/16,40A,Aedes albopictus,M
R3,8/15/16,40A,Aedes albopictus,F
R3,8/15/16,40A,Aedes albopictus,M
R3,8/15/16,40A,Aedes albopictus,M
R3,8/15/16,40A,Aedes albopictus,F
R3,8/15/16,40A,Aedes albopictus,F
R3,8/15/16,40A,Aedes albopictus,F
R3,8/15/16,40A,Aedes albopictus,M
R3,8/29/16,38,Anopheles punctipennis,F
R3,8/29/16,40,Aedes albopictus,M
R3,8/29/16,40,Aedes albopictus,M
R3,8/29/16,40,Aedes albopictus,M
R3,8/29/16,40,Aedes albopictus,F
R3,8/29/16,40,Aedes albopictus,F
R3,8/29/16,40,Aedes albopictus,F
R3,8/29/16,40,Aedes albopictus,F
R3,8/29/16,40,Aedes albopictus,F
R3,8/29/16,40,Aedes albopictus,F
R3,8/29/16,40,Aedes albopictus,M
R3,8/29/16,40,Aedes albopictus,M
R3,8/29/16,40,Aedes albopictus,M
R3,8/29/16,40,Aedes albopictus,M
R3,8/29/16,40,Aedes albopictus,F
R3,8/29/16,40,Aedes albopictus,F
R3,8/29/16,40,Aedes albopictus,M
R3,8/29/16,40,Aedes albopictus,M
R3,8/29/16,40,Aedes albopictus,F
R3,8/29/16,40,Aedes albopictus,F
R3,8/29/16,40,Aedes albopictus,F
R3,8/29/16,40,Aedes albopictus,F
R3,8/29/16,40,Aedes albopictus,F
S1,6/20/16,43,Aedes triseriatus,F
S1,6/20/16,43,Aedes triseriatus,F
S1,6/20/16,43,Aedes triseriatus,F
S1,6/20/16,43,Aedes triseriatus,M
S1,6/20/16,56A,Culex quinquefasciatus,F
S1,6/20/16,56A,Culex quinquefasciatus,F
S1,6/20/16,56A,Culex quinquefasciatus,F
S1,6/20/16,56A,Culex quinquefasciatus,F
S1,6/20/16,56A,Culex quinquefasciatus,F
S1,6/20/16,56A,Culex quinquefasciatus,M
S1,6/20/16,56A,Culex quinquefasciatus,M
S1,6/20/16,56B,Aedes albopictus,F
S1,6/20/16,56B,Aedes albopictus,F
S1,6/20/16,56B,Aedes albopictus,M
S1,6/20/16,56B,Aedes triseriatus,M
S1,7/5/16,43,Aedes albopictus,M
S1,7/5/16,43,Aedes triseriatus,F
S1,7/19/16,34,Aedes albopictus,M
S1,7/19/16,34,Aedes albopictus,M
S1,7/19/16,34,Aedes albopictus,M
S1,7/19/16,34,Aedes albopictus,M
S1,7/19/16,34,Aedes albopictus,M
S1,7/19/16,34,Aedes albopictus,F
S1,7/19/16,34,Aedes albopictus,F
S1,7/19/16,55,Aedes triseriatus,F
S1,7/19/16,55,Aedes albopictus,M
S1,7/19/16,55,Aedes albopictus,M
S1,7/19/16,55,Aedes albopictus,M
S1,7/19/16,55,Aedes albopictus,F
S1,7/19/16,55,Aedes albopictus,F
S1,7/19/16,55,Aedes albopictus,F
S1,7/19/16,55,Aedes albopictus,M
S1,7/19/16,55,Aedes albopictus,M
S1,7/19/16,55,Aedes albopictus,M
S1,7/19/16,55,Aedes albopictus,F
S1,7/19/16,55,Aedes albopictus,F
S1,7/19/16,55,Aedes albopictus,F
S1,7/19/16,55,Aedes albopictus,F
S1,7/19/16,55,Aedes albopictus,F
S1,7/19/16,55,Aedes albopictus,F
S1,7/19/16,55,Aedes albopictus,M
S1,7/19/16,55,Aedes triseriatus,F
S1,7/19/16,85,Aedes albopictus,F
S1,7/19/16,85,Aedes albopictus,F
S1,7/19/16,85,Aedes albopictus,M
S1,7/19/16,85,Aedes albopictus,M
S1,7/19/16,85,Aedes albopictus,F
S1,7/19/16,85,Aedes albopictus,M
S1,7/19/16,35B,Aedes albopictus,F
S1,7/19/16,35B,Aedes albopictus,F
S1,7/19/16,35B,Aedes albopictus,F
S1,7/19/16,56B,Aedes albopictus,M
S1,7/19/16,56B,Aedes albopictus,F
S1,7/19/16,56B,Aedes albopictus,F
S1,7/19/16,56B,Aedes albopictus,F
S1,8/2/16,85,Aedes albopictus,F
S1,8/2/16,85,Aedes albopictus,F
S1,8/2/16,85,Aedes albopictus,M
S1,8/2/16,85,Aedes albopictus,M
S1,8/2/16,85,Aedes albopictus,F
S1,8/2/16,85,Aedes albopictus,F
S1,8/2/16,85,Aedes albopictus,F
S1,8/2/16,45A,Aedes albopictus,M
S1,8/2/16,45A,Aedes albopictus,M
S1,8/2/16,45A,Aedes albopictus,F
S1,8/2/16,45A,Culex quinquefasciatus,F
S1,8/2/16,45A,Aedes albopictus,F
S1,8/2/16,45A,Culex quinquefasciatus,F
S1,8/2/16,45B,Aedes albopictus,F
S1,8/2/16,46B,Aedes albopictus,F
S1,8/2/16,46B,Aedes albopictus,F
S1,8/2/16,46B,Aedes albopictus,M
S1,8/2/16,46B,Aedes albopictus,M
S1,8/2/16,46B,Aedes albopictus,F
S1,8/2/16,49B,Aedes albopictus,M
S1,8/2/16,49B,Aedes albopictus,M
S1,8/2/16,49B,Aedes albopictus,F
S1,8/2/16,49B,Aedes triseriatus,F
S1,8/2/16,55B,Aedes albopictus,M
S1,8/2/16,55B,Aedes albopictus,F
S1,8/2/16,55B,Aedes albopictus,F
S1,8/2/16,55B,Aedes albopictus,M
S1,8/2/16,55B,Aedes albopictus,M
S1,8/2/16,55B,Aedes albopictus,F
S1,8/2/16,55C,Aedes albopictus,F
S1,8/2/16,82A,Aedes albopictus,M
S1,8/2/16,82A,Aedes albopictus,M
S1,8/2/16,82A,Aedes albopictus,M
S1,8/2/16,82A,Aedes albopictus,M
S1,8/2/16,82A,Aedes albopictus,F
S1,8/2/16,82A,Aedes albopictus,F
S1,8/15/16,24,,M
S1,8/15/16,24,Culex quinquefasciatus,M
S1,8/15/16,24,Culex quinquefasciatus,M
S1,8/15/16,24,Culex quinquefasciatus,M
S1,8/15/16,24,Culex quinquefasciatus,F
S1,8/15/16,24,Culex quinquefasciatus,M
S1,8/15/16,24,Culex quinquefasciatus,M
S1,8/15/16,24,Culex quinquefasciatus,M
S1,8/15/16,24,Culex quinquefasciatus,M
S1,8/15/16,24,Culex quinquefasciatus,M
S1,8/15/16,24,Culex quinquefasciatus,M
S1,8/15/16,24,Culex quinquefasciatus,M
S1,8/15/16,24,Culex quinquefasciatus,M
S1,8/15/16,24,Culex quinquefasciatus,F
S1,8/15/16,24,Culex quinquefasciatus,M
S1,8/15/16,24,Culex quinquefasciatus,F
S1,8/15/16,24,Aedes albopictus,M
S1,8/15/16,24,Aedes albopictus,F
S1,8/15/16,24,Aedes albopictus,F
S1,8/15/16,24,Aedes albopictus,F
S1,8/15/16,35,Aedes albopictus,M
S1,8/15/16,35,Aedes albopictus,F
S1,8/15/16,35,Aedes albopictus,F
S1,8/15/16,46,Aedes albopictus,M
S1,8/15/16,46,Aedes albopictus,M
S1,8/15/16,46,Aedes albopictus,F
S1,8/15/16,46,Aedes albopictus,F
S1,8/15/16,46,Aedes albopictus,M
S1,8/15/16,46,Aedes albopictus,F
S1,8/15/16,46,Aedes albopictus,F
S1,8/15/16,46,Aedes albopictus,F
S1,8/15/16,46,Aedes albopictus,F
S1,8/15/16,46,Aedes albopictus,F
S1,8/15/16,46,Aedes albopictus,M
S1,8/15/16,85,Aedes albopictus,F
S1,8/15/16,85,Aedes albopictus,M
S1,8/15/16,85,Aedes albopictus,F
S1,8/15/16,85,Aedes albopictus,F
S1,8/15/16,85,Aedes albopictus,F
S1,8/15/16,85,Aedes albopictus,F
S1,8/15/16,85,Aedes albopictus,F
S1,8/15/16,85,Aedes albopictus,F
S1,8/15/16,91,Aedes albopictus,M
S1,8/15/16,91,Aedes albopictus,M
S1,8/15/16,91,Aedes albopictus,F
S1,8/15/16,91,Aedes albopictus,F
S1,8/15/16,91,Aedes albopictus,F
S1,8/15/16,91,Aedes albopictus,M
S1,8/15/16,91,Aedes albopictus,M
S1,8/15/16,91,Aedes albopictus,F
S1,8/15/16,91,Aedes albopictus,F
S1,8/15/16,91,Aedes albopictus,F
S1,8/15/16,91,Aedes albopictus,F
S1,8/15/16,91,Aedes albopictus,F
S1,8/15/16,91,Aedes albopictus,F
S1,8/15/16,56A,Aedes albopictus,F
S1,8/15/16,56A,Aedes albopictus,F
S1,8/15/16,56A,Aedes albopictus,M
S1,8/15/16,56A,Aedes albopictus,M
S1,8/15/16,56A,Aedes albopictus,M
S1,8/15/16,56A,Aedes albopictus,M
S1,8/15/16,56A,Aedes albopictus,M
S1,8/15/16,56B,Aedes albopictus,F
S1,8/31/16,85,Aedes albopictus,F
S1,8/31/16,85,Aedes albopictus,M
S1,8/31/16,85,Aedes albopictus,M
S1,8/31/16,85,Aedes albopictus,M
S1,8/31/16,85,Aedes albopictus,F
S1,8/31/16,85,Aedes albopictus,F
S1,8/31/16,85,Aedes albopictus,F
S1,8/31/16,46A,Aedes albopictus,M
S1,8/31/16,46A,Aedes albopictus,F
S1,8/31/16,46A,Aedes albopictus,M
S1,9/12/16,34A,Aedes albopictus,M
S1,9/12/16,34B,Aedes albopictus,M
S1,9/12/16,34B,Aedes albopictus,M
S2,6/20/16,27A,Aedes japonicus,F
S2,6/20/16,27A,Aedes japonicus,F
S2,6/20/16,27A,Aedes albopictus,F
S2,6/20/16,27A,Aedes albopictus,M
S2,6/20/16,27A,Aedes albopictus,M
S2,6/20/16,27A,Aedes albopictus,F
