Site,Date,Grid,Species,Sex
S2,6/20/16,27A,Aedes albopictus,F
S2,6/20/16,27A,Aedes albopictus,M
S2,6/20/16,27A,Aedes japonicus,M
S2,7/5/16,85,Aedes albopictus,F
S2,7/5/16,85,Aedes albopictus,F
S2,7/5/16,24A,Aedes albopictus,M
S2,7/5/16,24A,Aedes albopictus,M
S2,7/5/16,24A,Aedes albopictus,F
S2,7/5/16,24A,Aedes albopictus,F
S2,7/5/16,24A,Aedes albopictus,M
S2,7/5/16,24A,Aedes triseriatus,F
S2,7/5/16,24A,Aedes triseriatus,F
S2,7/5/16,24A,Aedes albopictus,M
S2,7/5/16,24A,Aedes albopictus,M
S2,7/5/16,24A,Aedes albopictus,M
S2,7/5/16,24A,Aedes albopictus,F
S2,7/5/16,24A,Aedes albopictus,F
S2,7/5/16,24B,Aedes albopictus,M
S2,7/5/16,24B,Aedes albopictus,M
S2,7/5/16,24B,Aedes albopictus,M
S2,7/5/16,24B,Aedes albopictus,M
S2,7/5/16,24B,Aedes albopictus,F
S2,7/5/16,24B,Aedes albopictus,F
S2,7/5/16,24B,Aedes albopictus,F
S2,7/5/16,24B,Aedes albopictus,F
S2,7/5/16,24B,Aedes albopictus,F
S2,7/5/16,24B,Aedes albopictus,F
S2,7/5/16,24B,Aedes albopictus,F
S2,7/5/16,24B,Aedes albopictus,M
S2,7/5/16,24B,Aedes albopictus,M
S2,7/5/16,24B,Aedes albopictus,M
S2,7/5/16,24B,Aedes albopictus,M
S2,7/5/16,24B,Aedes albopictus,M
S2,7/21/16,86,Orthopodomyia signifera,F
S2,8/3/16,24,Aedes albopictus,M
S2,8/3/16,24,Aedes albopictus,F
S2,8/3/16,24,Aedes albopictus,F
S2,8/3/16,24,Aedes albopictus,M
S2,8/3/16,24,Aedes albopictus,F
S2,8/3/16,24,Aedes albopictus,F
S2,8/3/16,24,Aedes albopictus,F
S2,8/3/16,24,Aedes albopictus,M
S2,8/3/16,75,Aedes albopictus,M
S2,8/3/16,75,Aedes albopictus,F
S2,8/3/16,75,Aedes albopictus,F
S2,8/3/16,75,Aedes albopictus,M
S2,8/3/16,75,Aedes albopictus,F
S2,8/3/16,75,Aedes albopictus,F
S2,8/3/16,75,Aedes albopictus,M
S2,8/3/16,86,Aedes albopictus,M
S2,8/3/16,86,Aedes albopictus,M
S2,8/3/16,86,Aedes albopictus,F
S2,8/3/16,86,Aedes albopictus,F
S2,8/3/16,86,Aedes albopictus,M
S2,8/3/16,86,Aedes albopictus,F
S2,8/3/16,86,Aedes albopictus,F
S2,8/3/16,27A,Aedes albopictus,F
S2,8/3/16,27A,Aedes albopictus,F
S2,8/3/16,27A,Aedes albopictus,F
S2,8/3/16,27A,Aedes albopictus,F
S2,8/3/16,36A,Aedes albopictus,F
S2,8/3/16,36A,Aedes albopictus,F
S2,8/3/16,36A,Aedes albopictus,F
S2,8/3/16,36A,Aedes albopictus,F
S2,8/3/16,36A,Aedes albopictus,F
S2,8/3/16,47B,Aedes albopictus,F
S2,8/3/16,47B,Aedes albopictus,F
S2,8/3/16,47B,Aedes albopictus,F
S2,8/3/16,47B,Aedes albopictus,M
S2,8/3/16,47B,Aedes albopictus,M
S2,8/3/16,47B,Aedes albopictus,F
S2,8/3/16,47B,Aedes albopictus,F
S2,8/3/16,47C,Aedes albopictus,F
S2,8/3/16,47C,Aedes albopictus,M
S2,8/3/16,47C,Aedes albopictus,M
S2,8/3/16,47C,Aedes albopictus,F
S2,8/17/16,27,Aedes albopictus,M
S2,8/17/16,27,Aedes albopictus,M
S2,8/17/16,27,Aedes albopictus,F
S2,8/17/16,27,Aedes albopictus,F
S2,8/17/16,27,Aedes albopictus,F
S2,8/17/16,27,Aedes albopictus,F
S2,8/17/16,27,Aedes albopictus,F
S2,8/17/16,27,Aedes albopictus,M
S2,8/17/16,27,Aedes albopictus,M
S2,8/17/16,27,Aedes albopictus,M
S2,8/17/16,27,Aedes albopictus,M
S2,8/17/16,46,Aedes albopictus,F
S2,8/17/16,46,Aedes albopictus,M
S2,8/17/16,46,Aedes albopictus,F
S2,8/17/16,46,Aedes albopictus,F
S2,8/17/16,46,Aedes albopictus,F
S2,8/17/16,46,Aedes albopictus,F
S2,8/17/16,46,Aedes albopictus,M
S2,8/17/16,46,Aedes albopictus,M
S2,8/17/16,46,Aedes albopictus,M
S2,8/17/16,48,Aedes albopictus,F
S2,8/17/16,48,Aedes albopictus,F
S2,8/17/16,48,Aedes albopictus,F
S2,8/17/16,48,Aedes albopictus,F
S2,8/17/16,75,Aedes albopictus,F
S2,8/17/16,86,Aedes albopictus,F
S2,8/17/16,86,Aedes albopictus,F
S2,8/17/16,86,Aedes albopictus,F
S2,8/17/16,86,Aedes albopictus,F
S2,8/17/16,86,Orthopodomyia signifera,F
S2,8/17/16,86,Orthopodomyia signifera,F
S2,8/17/16,86,Orthopodomyia signifera,F
S2,8/17/16,86,Orthopodomyia signifera,F
S2,8/17/16,86,Orthopodomyia signifera,F
S2,8/17/16,92,Aedes albopictus,F
S2,8/30/16,74,Aedes albopictus,F
S2,8/30/16,74,Aedes albopictus,M
S2,8/30/16,74,Aedes albopictus,M
S2,8/30/16,74,Aedes albopictus,F
S2,9/12/16,19,Aedes albopictus,M
S3,6/22/16,70,Aedes albopictus,F
S3,6/22/16,70,Aedes albopictus,F
S3,6/22/16,70,Aedes albopictus,F
S3,6/22/16,70,Aedes albopictus,F
S3,7/7/16,42,Aedes albopictus,F
S3,7/7/16,42,Aedes albopictus,F
S3,7/7/16,42,Aedes albopictus,M
S3,7/7/16,42,Aedes albopictus,F
S3,7/7/16,42,Aedes albopictus,F
S3,7/7/16,42,Aedes albopictus,F
S3,7/7/16,42,Aedes albopictus,F
S3,7/7/16,42,Aedes albopictus,F
S3,7/7/16,42,Aedes albopictus,F
S3,7/7/16,42,Aedes albopictus,M
S3,7/7/16,42,Aedes albopictus,M
S3,7/7/16,42,Aedes albopictus,M
S3,7/7/16,42,Aedes albopictus,F
S3,7/7/16,42,Aedes albopictus,F
S3,7/7/16,42,Aedes albopictus,M
S3,7/7/16,42,Aedes albopictus,M
S3,7/7/16,42,Aedes albopictus,M
S3,7/7/16,42,Aedes albopictus,F
S3,7/7/16,70,Aedes albopictus,M
S3,7/7/16,70,Aedes albopictus,F
S3,7/7/16,70,Aedes albopictus,F
S3,7/7/16,49A,Aedes albopictus,M
S3,7/7/16,49A,Aedes albopictus,F
S3,7/7/16,49A,Aedes albopictus,M
S3,7/7/16,49A,Aedes albopictus,M
S3,7/7/16,49A,Aedes albopictus,M
S3,7/7/16,49A,Aedes albopictus,M
S3,7/7/16,49A,Aedes albopictus,M
S3,7/7/16,49A,Aedes albopictus,F
S3,7/7/16,49A,Aedes albopictus,F
S3,7/7/16,49A,Aedes albopictus,F
S3,7/7/16,49A,Aedes albopictus,F
S3,7/7/16,49A,Aedes albopictus,F
S3,7/7/16,49A,Aedes albopictus,F
S3,7/7/16,49A,Aedes albopictus,F
S3,7/7/16,49A,Aedes albopictus,F
S3,7/7/16,49A,Aedes albopictus,F
S3,7/7/16,49A,Aedes albopictus,F
S3,7/7/16,49B,Aedes albopictus,M
S3,7/7/16,49B,Aedes albopictus,F
S3,7/7/16,49B,Aedes albopictus,F
S3,7/21/16,48,Aedes albopictus,M
S3,7/21/16,48,Aedes albopictus,M
S3,7/21/16,53,Culex quinquefasciatus,M
S3,7/21/16,53,Aedes albopictus,F
S3,7/21/16,53,Culex quinquefasciatus,M
S3,7/21/16,53,Culex quinquefasciatus,M
S3,7/21/16,53,Culex quinquefasciatus,M
S3,7/21/16,53,Culex quinquefasciatus,M
S3,7/21/16,80,Culex quinquefasciatus,F
S3,7/21/16,80,Culex quinquefasciatus,F
S3,7/21/16,80,Culex quinquefasciatus,M
S3,7/21/16,80,Culex quinquefasciatus,M
S3,7/21/16,80,Culex quinquefasciatus,F
S3,8/3/16,42,Aedes albopictus,F
S3,8/3/16,42,Aedes albopictus,F
S3,8/3/16,48,Aedes albopictus,M
S3,8/3/16,48,Aedes albopictus,M
S3,8/3/16,48,Aedes albopictus,M
S3,8/3/16,48,Aedes albopictus,M
S3,8/3/16,48,Aedes albopictus,M
S3,8/3/16,70,Aedes albopictus,F
S3,8/3/16,70,Aedes albopictus,F
S3,8/3/16,48A,Aedes albopictus,F
S3,8/3/16,48A,Aedes albopictus,F
S3,8/3/16,48A,Aedes albopictus,F
S3,8/3/16,48A,Aedes albopictus,M
S3,8/3/16,48B,Aedes albopictus,M
S3,8/3/16,50C,Aedes albopictus,M
S3,8/3/16,50C,Aedes albopictus,F
S3,8/3/16,50C,Aedes albopictus,F
S3,8/3/16,50C,Aedes albopictus,M
S3,8/3/16,50C,Aedes albopictus,F
S3,8/3/16,53A,Aedes albopictus,M
S3,8/3/16,53A,Aedes albopictus,M
S3,8/3/16,53A,Aedes albopictus,F
S3,8/3/16,53A,Aedes albopictus,M
S3,8/3/16,53A,Aedes albopictus,F
S3,8/3/16,53A,Aedes albopictus,M
S3,8/3/16,53A,Aedes albopictus,F
S3,8/3/16,53A,Aedes albopictus,F
S3,8/3/16,53A,Aedes albopictus,F
S3,8/3/16,53A,Aedes albopictus,M
S3,8/17/16,5,Aedes albopictus,M
S3,8/17/16,5,Aedes albopictus,F
S3,8/17/16,5,Aedes albopictus,F
S3,8/17/16,5,Aedes albopictus,F
S3,8/17/16,5,Aedes albopictus,M
S3,8/3/16,48,Aedes albopictus,M
S3,8/3/16,48,Aedes albopictus,M
S3,8/17/16,64,Aedes albopictus,F
S3,8/17/16,64,Aedes albopictus,F
S3,8/17/16,64,Aedes albopictus,F
S3,8/17/16,64,Aedes albopictus,F
S3,8/17/16,70,Aedes albopictus,M
S3,8/17/16,70,Aedes albopictus,M
S3,8/17/16,70,Aedes albopictus,M
S3,8/17/16,70,Aedes albopictus,M
S3,8/17/16,70,Aedes albopictus,F
S3,8/17/16,70,Aedes albopictus,F
S3,8/17/16,70,Aedes albopictus,F
S3,8/17/16,70,Aedes albopictus,M
S3,8/17/16,83,Aedes albopictus,F
S3,8/17/16,83,Aedes albopictus,F
S3,8/17/16,83,Aedes albopictus,M
S3,8/17/16,83,Aedes albopictus,M
S3,8/17/16,83,Aedes albopictus,M
S3,8/17/16,49A,Aedes albopictus,M
S3,8/17/16,49A,Aedes albopictus,M
S3,8/17/16,49A,Aedes albopictus,M
S3,8/17/16,49A,Aedes albopictus,M
S3,8/17/16,49A,Aedes albopictus,M
S3,8/17/16,49A,Aedes albopictus,F
S3,8/17/16,49A,Aedes albopictus,M
S3,8/17/16,49A,Aedes albopictus,M
S3,8/17/16,49A,Aedes albopictus,F
S3,8/17/16,49A,Aedes albopictus,F
S3,8/17/16,49B,Aedes albopictus,F
S3,8/17/16,49C,Aedes albopictus,F
S3,8/17/16,49C,Aedes albopictus,F
S3,8/29/16,70,Aedes albopictus,M
S3,8/29/16,70,Aedes albopictus,M
S3,8/29/16,70,Aedes albopictus,M
S3,8/29/16,70,Aedes albopictus,M
S3,8/29/16,70,Aedes albopictus,M
S3,8/29/16,70,Aedes albopictus,M
S3,8/29/16,70,Aedes albopictus,M
S3,8/29/16,70,Aedes albopictus,M
S3,8/29/16,70,Aedes albopictus,M
S3,8/29/16,70,Aedes albopictus,F
S3,8/29/16,70,Aedes albopictus,M
S3,8/29/16,70,Aedes albopictus,F
S3,8/29/16,72,Aedes albopictus,M
S3,8/29/16,72,Aedes albopictus,F
U1,6/22/16,44,Aedes albopictus,M
U1,6/22/16,44,Aedes albopictus,F
U1,6/22/16,44,Culex quinquefasciatus,F
U1,6/22/16,44,Culex quinquefasciatus,M
U1,6/22/16,44,Culex quinquefasciatus,F
U1,6/22/16,44,Culex quinquefasciatus,F
U1,6/22/16,44,Culex quinquefasciatus,F
U1,6/22/16,44,Culex quinquefasciatus,M
U1,6/22/16,49,Aedes albopictus,M
U1,6/22/16,59,Culex quinquefasciatus,F
U1,6/22/16,59,Culex quinquefasciatus,F
U1,6/22/16,59,Culex quinquefasciatus,F
U1,6/22/16,59,Culex quinquefasciatus,F
U1,6/22/16,59,Culex quinquefasciatus,F
U1,6/22/16,59,Culex quinquefasciatus,F
U1,6/22/16,59,Culex quinquefasciatus,M
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,F
U1,7/7/16,48,Aedes albopictus,F
U1,7/7/16,48,Aedes japonicus,F
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,F
U1,7/7/16,48,Aedes albopictus,F
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,M
U1,7/7/16,48,Aedes albopictus,F
U1,7/7/16,48,Aedes japonicus,F
U1,7/7/16,49,Aedes albopictus,M
U1,7/7/16,49,Aedes albopictus,M
U1,7/7/16,49,Aedes albopictus,F
U1,7/7/16,49,Aedes albopictus,M
U1,7/7/16,49,Aedes triseriatus,F
U1,7/7/16,49,Aedes albopictus,F
U1,7/7/16,49,Aedes albopictus,F
U1,7/7/16,49,Aedes albopictus,M
U1,7/7/16,60,Aedes albopictus,F
U1,7/7/16,60,Aedes albopictus,M
U1,7/7/16,60,Aedes albopictus,F
U1,7/7/16,60,Aedes albopictus,F
U1,7/7/16,60,Aedes triseriatus,F
U1,7/7/16,60,Aedes albopictus,M
U1,7/7/16,60,Aedes albopictus,M
U1,7/7/16,60,Aedes albopictus,F
U1,7/7/16,60,Aedes albopictus,F
U1,7/7/16,60,Aedes albopictus,F
U1,7/7/16,60,Aedes albopictus,F
U1,7/7/16,60,Aedes albopictus,F
U1,7/7/16,60,Aedes albopictus,F
U1,7/7/16,60,Aedes albopictus,F
U1,7/7/16,60,Aedes albopictus,F
U1,7/7/16,60,Aedes albopictus,F
U1,7/21/16,59A,Aedes albopictus,F
U1,7/21/16,59A,Aedes albopictus,M
U1,7/21/16,59A,Aedes albopictus,M
U1,7/21/16,59A,Aedes albopictus,F
U1,7/21/16,59A,Aedes albopictus,F
U1,7/21/16,59B,Aedes albopictus,M
U1,7/21/16,59B,Aedes albopictus,M
U1,7/21/16,59B,Aedes albopictus,F
U1,7/21/16,59B,Aedes albopictus,M
U1,7/21/16,59B,Aedes albopictus,F
U1,7/21/16,59B,Aedes albopictus,F
U1,7/21/16,59B,Aedes albopictus,M
U1,8/3/16,60,Aedes albopictus,M
U1,8/3/16,60,Aedes albopictus,M
U1,8/3/16,60,Aedes albopictus,F
U1,8/3/16,60,Aedes albopictus,F
U1,8/3/16,60,Culex quinquefasciatus,F
U1,8/3/16,60,Aedes albopictus,F
U1,8/3/16,60,Aedes albopictus,F
U1,8/3/16,60,Aedes albopictus,F
U1,8/3/16,60,Culex quinquefasciatus,F
U1,8/3/16,60,Culex quinquefasciatus,F
U1,8/3/16,60,Culex quinquefasciatus,M
U1,8/17/16,60,Aedes albopictus,F
U1,8/17/16,60,Aedes albopictus,F
U1,8/17/16,60,Aedes albopictus,F
U1,8/17/16,60,Aedes albopictus,F
U1,8/17/16,60,Aedes albopictus,F
U1,8/17/16,49A,Aedes albopictus,F
U1,8/17/16,49A,Aedes triseriatus,F
U1,8/17/16,49A,Aedes triseriatus,F
U1,8/17/16,49B,Aedes japonicus,F
U1,8/17/16,49B,Aedes albopictus,M
U1,8/17/16,49B,Aedes albopictus,M
U1,8/17/16,49B,Aedes albopictus,F
U1,8/31/16,44,Aedes albopictus,F
U1,8/31/16,44,Aedes albopictus,F
U1,8/31/16,44,Aedes albopictus,F
U2,6/20/16,29B,Aedes albopictus,F
U2,6/20/16,29B,Aedes albopictus,F
U2,6/20/16,29B,Aedes albopictus,F
U2,6/20/16,29B,Aedes albopictus,M
U2,6/20/16,29B,Aedes albopictus,F
U2,6/20/16,29B,Aedes japonicus,M
U2,7/5/16,18,Aedes albopictus,M
U2,7/5/16,18,Aedes albopictus,M
U2,7/5/16,18,Aedes albopictus,F
U2,7/5/16,18,Aedes albopictus,F
U2,7/5/16,80,Aedes albopictus,M
U2,7/5/16,80,Aedes albopictus,F
U2,7/5/16,80,Aedes albopictus,F
U2,7/5/16,80,Aedes albopictus,F
U2,7/5/16,80,Aedes albopictus,M
U2,7/5/16,47A,Toxorhynchites,F
U2,7/5/16,47B,Aedes albopictus,F
U2,7/5/16,47B,Aedes albopictus,M
U2,7/5/16,47B,Aedes albopictus,M
U2,7/5/16,75A,Aedes albopictus,F
U2,7/5/16,75A,Aedes albopictus,M
U2,7/5/16,75A,Culex quinquefasciatus,F
U2,7/5/16,75A,Aedes albopictus,F
U2,7/5/16,75A,Aedes albopictus,M
U2,7/5/16,75A,Aedes albopictus,M
U2,7/5/16,75A,Aedes albopictus,F
U2,7/5/16,75A,Aedes albopictus,F
U2,7/5/16,75A,Aedes albopictus,M
U2,7/5/16,75A,Culex quinquefasciatus,F
U2,7/5/16,75A,Culex quinquefasciatus,M
U2,7/5/16,75A,Culex quinquefasciatus,M
U2,7/21/16,18,Aedes albopictus,F
U2,7/21/16,18,Aedes albopictus,F
U2,7/21/16,18,Aedes albopictus,M
U2,7/21/16,40,Aedes albopictus,F
U2,8/2/16,18,Aedes albopictus,M
U2,8/2/16,18,Aedes albopictus,M
U2,8/2/16,42,Aedes albopictus,M
U2,8/2/16,49,Aedes albopictus,M
U2,8/2/16,49,Aedes albopictus,M
U2,8/2/16,49,Aedes albopictus,F
U2,8/2/16,49,Aedes albopictus,F
U2,8/2/16,49,Aedes albopictus,M
U2,8/2/16,49,Aedes albopictus,F
U2,8/2/16,70,Aedes albopictus,M
U2,8/2/16,70,Aedes albopictus,M
U2,8/2/16,70,Aedes albopictus,M
U2,8/2/16,70,Aedes albopictus,M
U2,8/2/16,70,Aedes albopictus,M
U2,8/2/16,70,Aedes albopictus,M
U2,8/2/16,70,Aedes albopictus,M
U2,8/2/16,70,Aedes albopictus,M
U2,8/2/16,70,Aedes albopictus,F
U2,8/2/16,70,Aedes albopictus,F
U2,8/2/16,70,Aedes albopictus,F
U2,8/2/16,70,Aedes albopictus,F
U2,8/2/16,75,Aedes albopictus,F
U2,8/2/16,75,Aedes albopictus,F
U2,8/2/16,75,Aedes albopictus,F
U2,8/2/16,75,Aedes albopictus,F
U2,8/2/16,40A,Aedes albopictus,M
U2,8/2/16,40A,Aedes albopictus,F
U2,8/2/16,40A,Aedes albopictus,M
U2,8/2/16,40A,Aedes albopictus,F
U2,8/2/16,40A,Aedes albopictus,F
U2,8/2/16,47A,Aedes albopictus,M
U2,8/2/16,47A,Aedes albopictus,M
U2,8/2/16,47A,Aedes albopictus,M
U2,8/2/16,47A,Aedes albopictus,F
U2,8/2/16,47A,Aedes albopictus,F
U2,8/2/16,47A,Aedes albopictus,F
U2,8/2/16,47A,Aedes albopictus,F
U2,8/2/16,47A,Aedes triseriatus,M
U2,8/2/16,47A,Aedes albopictus,F
U2,8/2/16,47A,Aedes albopictus,F
U2,8/2/16,47B,Aedes albopictus,M
U2,8/17/16,18,Aedes albopictus,M
U2,8/17/16,18,Aedes albopictus,M
U2,8/17/16,18,Aedes albopictus,F
U2,8/17/16,18,Aedes albopictus,F
U2,8/17/16,18,Aedes albopictus,F
U2,8/17/16,18,Aedes albopictus,F
U2,8/17/16,37,Aedes albopictus,F
U2,8/17/16,37,Aedes albopictus,F
U2,8/17/16,37,Aedes albopictus,F
U2,8/17/16,37,Aedes albopictus,F
U2,8/17/16,37,Aedes albopictus,F
U2,8/17/16,40,Aedes albopictus,M
U2,8/17/16,40,Aedes albopictus,F
U1,8/17/16,49B,Aedes albopictus,M
U1,8/17/16,49B,Aedes albopictus,F
U1,8/17/16,49B,Aedes albopictus,F
U2,8/29/16,18,Aedes albopictus,F
U2,8/29/16,18,Aedes albopictus,F
U2,8/29/16,18,Aedes albopictus,F
U2,8/29/16,42,Aedes albopictus,F
U2,8/29/16,42,Aedes albopictus,F
U2,8/29/16,42,Aedes albopictus,M
U2,8/29/16,42,Aedes albopictus,M
U2,8/29/16,42,Aedes albopictus,M
U2,8/29/16,59,Aedes albopictus,F
U2,8/29/16,59,Aedes albopictus,F
U3,7/19/16,14,Aedes vexans,M
U3,7/19/16,14,Aedes vexans,M
U3,7/19/16,14,Aedes vexans,F
U3,7/19/16,14,Aedes vexans,F
U3,8/29/16,37,Aedes albopictus,F
U3,8/29/16,37,Aedes albopictus,F