Block,Site,Class,Pot,Month,Day,Sex,WingSize
1,8,suburban,6,6,26,F,2.84
1,8,suburban,6,6,27,F,2.8
1,8,suburban,6,6,27,F,3.04
1,8,suburban,6,6,28,F,2.96
1,8,suburban,6,7,7,F,3.2
1,8,suburban,6,7,3,F,3.24
1,9,rural,1,6,29,F,3.04
1,9,rural,1,6,24,M,2.56
1,9,rural,1,6,25,M,2.52
1,9,rural,1,6,26,F,3
1,9,rural,1,6,27,M,2.64
1,9,rural,1,6,27,F,3.2
1,9,rural,1,6,27,M,2.56
1,9,rural,1,6,28,M,2.4
1,9,rural,1,6,28,M,2.6
1,9,rural,1,6,28,F,2.96
1,9,rural,1,7,6,F,3.24
1,9,rural,2,6,23,M,2.72
1,9,rural,2,6,24,M,2.6
1,9,rural,2,6,24,M,2.68
1,9,rural,2,6,24,M,2.68
1,9,rural,2,6,25,F,3
1,9,rural,2,6,26,M,2.24
1,9,rural,2,6,26,F,2.92
1,9,rural,2,6,26,F,2.88
1,9,rural,2,6,26,F,2.84
1,9,rural,2,6,27,F,2.92
1,9,rural,2,6,28,F,2.64
1,9,rural,2,7,2,F,2.72
1,9,rural,2,7,9,F,2.2
1,9,rural,3,6,24,M,2.92
1,9,rural,3,6,24,M,2.84
1,9,rural,3,6,25,M,2.68
1,9,rural,3,6,25,F,3.4
1,9,rural,3,6,26,M,2.68
1,9,rural,3,6,26,M,2.48
1,9,rural,3,6,26,F,3
1,9,rural,3,6,28,F,2.96
1,9,rural,4,6,24,M,2.72
1,9,rural,4,6,24,M,2.68
1,9,rural,4,6,25,M,2.6
1,9,rural,4,6,26,M,2.56
1,9,rural,4,6,26,M,2.6
1,9,rural,4,6,26,M,2.6
1,9,rural,4,6,27,F,3.2
1,9,rural,4,6,30,F,2.96
1,9,rural,4,6,30,M,3
1,9,rural,4,7,1,F,3.16
1,9,rural,4,7,1,F,2.76
1,9,rural,5,6,24,M,2.48
1,9,rural,5,6,26,M,2.2
1,9,rural,5,6,26,F,2.96
1,9,rural,5,6,26,M,2.56
1,9,rural,5,6,26,M,2.56
1,9,rural,5,6,26,F,3.04
1,9,rural,5,6,28,M,2.28
1,9,rural,5,6,28,F,2.8
1,9,rural,5,6,28,M,2.36
1,9,rural,5,7,3,F,2.96
1,9,rural,5,7,3,F,2.72
1,9,rural,5,7,3,M,1.56
1,9,rural,5,7,3,F,2.76
1,9,rural,6,6,24,M,2.88
1,9,rural,6,6,24,M,2.44
1,9,rural,6,6,24,M,2.56
1,9,rural,6,6,24,M,2.6
1,9,rural,6,6,25,F,3.24
1,9,rural,6,6,25,M,2.4
1,9,rural,6,6,25,M,2.64
1,9,rural,6,6,25,M,2.68
1,9,rural,6,6,28,F,3.04
1,9,rural,6,6,30,F,3.2
2,6,rural,1,9,21,M,3.16
2,6,rural,1,9,21,M,3
2,6,rural,1,9,21,F,3.8
2,6,rural,1,9,22,F,3.56
2,6,rural,1,9,22,M,2.36
2,6,rural,1,9,22,M,3.36
2,6,rural,1,9,22,M,2.76
2,6,rural,1,9,23,F,3.68
2,6,rural,1,9,23,F,3.56
2,6,rural,1,9,23,F,3.8
2,6,rural,1,9,24,F,3.6
2,6,rural,1,9,24,F,3.6
2,6,rural,1,9,25,F,3.4
2,6,rural,1,9,25,F,3.28
2,6,rural,1,9,25,F,3.36
2,6,rural,1,9,25,F,3.44
2,6,rural,1,9,25,F,3.2
2,6,rural,1,9,26,F,3.36
2,6,rural,1,9,26,F,3.48
2,6,rural,1,9,26,F,3.4
2,6,rural,1,9,26,F,3.64
2,6,rural,1,9,29,M,2.44
2,6,rural,2,9,20,M,3.04
2,6,rural,2,9,20,M,2.96
2,6,rural,2,9,20,M,2.96
2,6,rural,2,9,20,M,2.96
2,6,rural,2,9,20,M,3
2,6,rural,2,9,20,M,3.12
2,6,rural,2,9,20,M,2.92
2,6,rural,2,9,21,M,3
2,6,rural,2,9,21,M,3.16
2,6,rural,2,9,21,F,4
2,6,rural,2,9,22,M,2.76
2,6,rural,2,9,22,M,2.88
2,6,rural,2,9,22,M,2.4
2,6,rural,2,9,22,F,3.76
2,6,rural,2,9,22,F,3.8
2,6,rural,2,9,22,F,3.68
2,6,rural,2,9,22,F,3.68
2,6,rural,2,9,23,F,3.56
2,6,rural,2,9,23,F,3.44
2,6,rural,2,9,23,F,3.48
2,6,rural,2,9,23,M,2.76
2,6,rural,2,9,24,F,3.68
2,6,rural,2,9,24,F,3.24
2,6,rural,2,9,24,F,3.8
2,6,rural,2,9,27,F,3.52
2,6,rural,3,9,20,M,3
2,6,rural,3,9,20,M,2.88
2,6,rural,3,9,20,M,2.88
2,6,rural,3,9,20,M,3
2,6,rural,3,9,20,M,3.16
2,6,rural,3,9,22,F,3.84
2,6,rural,3,9,22,M,2.8
2,6,rural,3,9,22,M,2.96
2,6,rural,3,9,23,F,3.8
2,6,rural,3,9,23,F,3.8
2,6,rural,3,9,23,F,3.68
2,6,rural,3,9,23,F,3.64
2,6,rural,3,9,24,F,3.36
2,6,rural,3,9,25,M,2.92
2,6,rural,3,9,25,F,3.52
2,6,rural,3,9,26,F,3.2
2,6,rural,3,9,27,F,3.2
2,6,rural,3,9,27,M,2.8
2,6,rural,3,9,28,F,3.36
2,6,rural,4,9,20,M,3
2,6,rural,4,9,20,M,3
2,6,rural,4,9,20,M,2.88
2,6,rural,4,9,20,M,2.8
2,6,rural,4,9,20,M,2.88
2,6,rural,4,9,20,M,2.6
2,6,rural,4,9,20,M,3
2,6,rural,4,9,20,M,2.8
2,6,rural,4,9,20,M,3
2,6,rural,4,9,21,M,2.92
2,6,rural,4,9,21,M,2.96
2,6,rural,4,9,21,M,3
2,6,rural,4,9,21,M,3.04
2,6,rural,4,9,21,M,2.84
2,6,rural,4,9,22,F,3.76
2,6,rural,4,9,22,F,3.32
2,6,rural,4,9,23,M,2.8
2,6,rural,4,9,23,M,2.96
2,6,rural,4,9,24,F,3.12
2,6,rural,4,9,24,F,3.68
2,6,rural,4,9,24,F,3.28
2,6,rural,4,9,24,F,3.32
2,6,rural,4,9,24,F,3.64
2,6,rural,4,9,26,F,3.36
2,6,rural,4,9,27,F,3.08
2,6,rural,4,9,28,F,3.56
2,6,rural,4,10,5,F,3.6
2,6,rural,5,9,20,M,3
2,6,rural,5,9,20,M,3
2,6,rural,5,9,20,M,3.16
2,6,rural,5,9,21,M,2.88
2,6,rural,5,9,21,M,2.96
2,6,rural,5,9,21,M,3
2,6,rural,5,9,21,M,2.88
2,6,rural,5,9,22,M,2.92
2,6,rural,5,9,22,M,2.84
2,6,rural,5,9,22,M,3.04
2,6,rural,5,9,22,M,3
2,6,rural,5,9,22,M,2.84
2,6,rural,5,9,22,F,3.64
2,6,rural,5,9,23,F,3.56
2,6,rural,5,9,23,F,3.56
2,6,rural,5,9,23,F,3.56
2,6,rural,5,9,23,F,3.36
2,6,rural,5,9,23,F,3.4
2,6,rural,5,9,24,F,3.76
2,6,rural,5,9,24,F,3.4
2,6,rural,5,9,24,F,3.2
2,6,rural,5,9,26,F,3.56
2,6,rural,6,9,19,M,2.88
2,6,rural,6,9,19,M,2.76
2,6,rural,6,9,19,M,2.88
2,6,rural,6,9,20,M,3.04
2,6,rural,6,9,20,M,2.96
2,6,rural,6,9,20,M,3
2,6,rural,6,9,20,M,3.08
2,6,rural,6,9,20,F,3.84
2,6,rural,6,9,20,M,2.92
2,6,rural,6,9,21,M,3.04
2,6,rural,6,9,21,F,4
2,6,rural,6,9,21,F,3.72
2,6,rural,6,9,21,M,2.76
2,6,rural,6,9,21,F,3.56
2,6,rural,6,9,21,F,3.6
2,6,rural,6,9,21,F,3.8
2,6,rural,6,9,22,F,2.6
2,6,rural,6,9,22,F,3.6
2,6,rural,6,9,22,M,2.76
2,6,rural,6,9,22,M,2.8
2,6,rural,6,9,22,F,3.64
2,6,rural,6,9,23,F,3.6
2,6,rural,6,9,23,F,3.4
2,6,rural,6,9,23,F,3.48
2,6,rural,6,9,24,F,3.2
2,6,rural,6,9,25,F,3.2
2,6,rural,6,10,1,M,3
2,6,rural,6,10,1,F,3.72
2,2,rural,1,9,20,M,3.04
2,2,rural,1,9,20,M,3
2,2,rural,1,9,20,M,3.08
2,2,rural,1,9,20,M,3.16
2,2,rural,1,9,21,M,3.12
2,2,rural,1,9,21,M,3
2,2,rural,1,9,21,M,3.16
2,2,rural,1,9,21,M,3.2
2,2,rural,1,9,21,M,3
2,2,rural,1,9,21,M,3.08
2,2,rural,1,9,21,M,3.04
2,2,rural,1,9,21,M,2.92
2,2,rural,1,9,22,F,3.6
2,2,rural,1,9,22,F,3.6
2,2,rural,1,9,22,M,2.72
2,2,rural,1,9,22,F,3.88
2,2,rural,1,9,22,F,3.6
2,2,rural,1,9,23,F,3.76
2,2,rural,1,9,24,F,3.24
2,2,rural,1,9,26,F,3.6
2,2,rural,2,9,20,M,2.92
2,2,rural,2,9,20,M,2.88
2,2,rural,2,9,20,M,2.8
2,2,rural,2,9,20,M,2.88
2,2,rural,2,9,20,M,3
2,2,rural,2,9,20,M,2.96
2,2,rural,2,9,20,M,2.96
2,2,rural,2,9,20,M,2.76
2,2,rural,2,9,20,M,3
2,2,rural,2,9,20,M,2.96
2,2,rural,2,9,20,M,2.88
2,2,rural,2,9,21,M,2.88
2,2,rural,2,9,21,M,2.6
2,2,rural,2,9,21,F,3.16
2,2,rural,2,9,21,F,3.72
2,2,rural,2,9,21,M,2.56
2,2,rural,2,9,22,F,3.6
2,2,rural,2,9,22,F,3.28
2,2,rural,2,9,22,F,3.68
2,2,rural,2,9,22,F,3.8
2,2,rural,2,9,23,F,3.76
2,2,rural,2,9,23,F,3.36
2,2,rural,2,9,23,F,3.28
2,2,rural,2,9,23,F,3.4
2,2,rural,2,9,23,F,3.2
2,2,rural,2,9,24,F,3.2
2,2,rural,2,9,25,F,3.16
2,2,rural,2,9,27,F,3.04
2,2,rural,3,9,19,M,2.92
2,2,rural,3,9,19,M,2.88
2,2,rural,3,9,20,M,3
2,2,rural,3,9,20,F,3.4
2,2,rural,3,9,20,M,2.72
2,2,rural,3,9,20,M,2.88
2,2,rural,3,9,20,M,2.76
2,2,rural,3,9,20,M,2.72
2,2,rural,3,9,20,M,2.72
2,2,rural,3,9,20,M,2.88
2,2,rural,3,9,21,M,2.44
2,2,rural,3,9,21,M,2.88
2,2,rural,3,9,22,F,3.16
2,2,rural,3,9,22,F,3.36
2,2,rural,3,9,22,F,3.36
2,2,rural,3,9,22,M,2.4
2,2,rural,3,9,23,F,3.32
2,2,rural,3,9,24,F,3.32
2,2,rural,3,9,29,M,2.36
2,2,rural,3,9,30,F,3.2
2,2,rural,3,10,6,F,3.92
2,2,rural,4,9,19,M,3
2,2,rural,4,9,19,M,3.2
2,2,rural,4,9,20,M,3
2,2,rural,4,9,20,M,2.88
2,2,rural,4,9,20,M,2.8
2,2,rural,4,9,20,M,3.04
2,2,rural,4,9,20,F,3.6
2,2,rural,4,9,20,M,3
2,2,rural,4,9,20,M,2.8
2,2,rural,4,9,20,M,2.84
2,2,rural,4,9,22,F,3.32
2,2,rural,4,9,22,F,3.68
2,2,rural,4,9,22,F,3.72
2,2,rural,4,9,22,F,3.44
2,2,rural,4,9,23,F,3.28
2,2,rural,4,9,27,F,3
2,2,rural,5,9,19,M,3.08
2,2,rural,5,9,19,M,3.08
2,2,rural,5,9,20,M,3.04
2,2,rural,5,9,20,M,2.96
2,2,rural,5,9,20,M,2.88
2,2,rural,5,9,20,M,3.08
2,2,rural,5,9,20,M,3
2,2,rural,5,9,20,M,2.88
2,2,rural,5,9,20,M,2.8
2,2,rural,5,9,21,F,3.76
2,2,rural,5,9,21,M,2.76
2,2,rural,5,9,21,F,3.72
2,2,rural,5,9,21,F,3.6
2,2,rural,5,9,21,F,3.4
2,2,rural,5,9,21,F,3.48
2,2,rural,5,9,22,F,3.48
2,2,rural,5,9,22,M,2.4
2,2,rural,5,9,22,F,3.08
2,2,rural,5,9,22,F,3.4
2,2,rural,5,9,22,F,3.24
2,2,rural,5,9,27,F,3.24
2,2,rural,5,9,28,M,2.96
2,2,rural,5,9,30,M,2.8
2,2,rural,5,10,2,F,2.88
2,2,rural,6,9,19,M,2.92
2,2,rural,6,9,19,M,3.04
2,2,rural,6,9,20,M,2.76
2,2,rural,6,9,20,M,2.92
2,2,rural,6,9,20,F,3.84
2,2,rural,6,9,20,M,2.8
2,2,rural,6,9,20,M,2.96
2,2,rural,6,9,20,M,2.88
2,2,rural,6,9,20,M,2.76
2,2,rural,6,9,20,M,3
2,2,rural,6,9,20,M,2.8
2,2,rural,6,9,20,M,2.8
2,2,rural,6,9,21,F,3.24
2,2,rural,6,9,21,F,3.76
2,2,rural,6,9,21,M,2.64
2,2,rural,6,9,21,F,3.68
2,2,rural,6,9,21,F,3.4
2,2,rural,6,9,21,F,3.28
2,2,rural,6,9,21,F,3.2
2,2,rural,6,9,21,F,3.36
2,2,rural,6,9,21,F,3.6
2,2,rural,6,9,23,F,3.12
2,2,rural,6,9,23,F,3.44
2,2,rural,6,9,24,F,3.2
2,2,rural,6,9,26,F,3.44
2,2,rural,6,9,28,F,3.12
2,2,rural,6,9,29,F,3.6
2,2,rural,6,9,30,F,3.4
2,2,rural,6,10,6,F,3.64
2,9,rural,1,9,20,M,2.8
2,9,rural,1,9,20,M,3.12
2,9,rural,1,9,20,M,2.96
2,9,rural,1,9,20,M,2.8
2,9,rural,1,9,21,F,3.36
2,9,rural,1,9,21,M,3.2
2,9,rural,1,9,21,M,3
2,9,rural,1,9,21,F,3.64
2,9,rural,1,9,21,M,3.04
2,9,rural,1,9,21,M,2.64
2,9,rural,1,9,21,M,3
2,9,rural,1,9,21,M,2.8
2,9,rural,1,9,22,M,2.84
2,9,rural,1,9,22,M,2.88
2,9,rural,1,9,22,F,4
2,9,rural,1,9,22,M,2.88
2,9,rural,1,9,22,F,3.88
2,9,rural,1,9,24,M,3
2,9,rural,1,9,24,F,3.76
2,9,rural,1,9,25,F,3.4
2,9,rural,1,9,26,F,3.6
2,9,rural,1,9,27,F,3.6
2,9,rural,1,9,29,F,3.4
2,9,rural,2,9,21,M,2.64
2,9,rural,2,9,21,M,2.96
2,9,rural,2,9,21,M,2.6
2,9,rural,2,9,21,M,2.92
2,9,rural,2,9,21,M,2.72
2,9,rural,2,9,21,M,3
2,9,rural,2,9,21,M,2.4
2,9,rural,2,9,21,M,2.76
2,9,rural,2,9,22,M,3
2,9,rural,2,9,22,M,3.2
2,9,rural,2,9,22,M,2.84
2,9,rural,2,9,22,F,3.88
2,9,rural,2,9,22,F,3.36
2,9,rural,2,9,23,F,3.72
2,9,rural,2,9,23,F,3.64
2,9,rural,2,9,23,M,2.76
2,9,rural,2,9,23,F,3.6
2,9,rural,2,9,24,M,2.64
2,9,rural,2,9,24,F,3.48
2,9,rural,2,9,24,F,3.76
2,9,rural,2,9,24,F,3.32
2,9,rural,2,9,25,F,3.6
2,9,rural,2,9,26,F,3.64
2,9,rural,2,9,27,F,3.24
2,9,rural,2,9,28,F,3.56
2,9,rural,2,9,29,F,3.68
2,9,rural,2,9,30,F,3.56
2,9,rural,3,9,20,M,3.08
2,9,rural,3,9,20,M,3.16
2,9,rural,3,9,21,M,2.96
2,9,rural,3,9,21,M,3.16
2,9,rural,3,9,21,M,3
2,9,rural,3,9,21,M,2.88
2,9,rural,3,9,21,M,3.2
2,9,rural,3,9,21,M,3.12
2,9,rural,3,9,21,F,3.04
2,9,rural,3,9,21,M,3.04
2,9,rural,3,9,21,M,3
2,9,rural,3,9,22,F,3.84
2,9,rural,3,9,22,F,3.88
2,9,rural,3,9,24,M,2.8
2,9,rural,3,9,24,F,3.76
2,9,rural,3,9,24,F,3.96
2,9,rural,3,9,25,F,3.76
2,9,rural,3,9,25,F,4
2,9,rural,3,9,25,F,3.64
2,9,rural,3,9,26,F,3.84
2,9,rural,3,9,27,F,3.64
2,9,rural,3,9,28,F,3.48
2,9,rural,3,9,28,F,3.64
2,9,rural,4,9,20,M,2.8
2,9,rural,4,9,20,M,2.84
2,9,rural,4,9,20,M,2.88
2,9,rural,4,9,20,M,2.8
2,9,rural,4,9,20,M,2.84
2,9,rural,4,9,20,M,2.88
2,9,rural,4,9,20,M,2.84
2,9,rural,4,9,21,M,3.04
2,9,rural,4,9,21,F,3.6
2,9,rural,4,9,21,M,2.76
2,9,rural,4,9,21,M,2.88
2,9,rural,4,9,21,F,3.72
2,9,rural,4,9,21,F,3.64
2,9,rural,4,9,21,M,2.92
2,9,rural,4,9,21,M,2.92
2,9,rural,4,9,21,M,2.88
2,9,rural,4,9,21,M,2.92
2,9,rural,4,9,22,M,2.84
2,9,rural,4,9,22,F,3.64
2,9,rural,4,9,23,F,3.48
2,9,rural,4,9,23,F,3.6
2,9,rural,4,9,24,F,3.36
2,9,rural,4,9,24,F,3.4
2,9,rural,4,9,24,F,3.4
2,9,rural,4,9,25,F,3.28
2,9,rural,4,9,26,F,3.48
2,9,rural,5,9,20,M,2.96
2,9,rural,5,9,20,M,2.8
2,9,rural,5,9,20,M,2.84
2,9,rural,5,9,20,M,2.92
2,9,rural,5,9,20,M,2.76
2,9,rural,5,9,21,M,2.88
2,9,rural,5,9,21,M,3
2,9,rural,5,9,21,M,3.08
2,9,rural,5,9,21,M,2.96
2,9,rural,5,9,21,M,2.88
2,9,rural,5,9,21,F,3.76
2,9,rural,5,9,21,M,3
2,9,rural,5,9,21,F,3.6
2,9,rural,5,9,22,F,3.76
2,9,rural,5,9,22,F,3.68
2,9,rural,5,9,23,F,3.68
2,9,rural,5,9,23,F,3.6
2,9,rural,5,9,23,F,3.56
2,9,rural,5,9,23,F,3.48
2,9,rural,5,9,24,F,3.48
2,9,rural,5,9,24,F,3.84
2,9,rural,5,9,24,F,4
2,9,rural,5,9,25,F,3.44
2,9,rural,5,9,26,F,3.4
2,9,rural,5,9,27,F,3.4
2,9,rural,5,9,27,M,2.56
2,9,rural,5,9,27,M,2.64
2,9,rural,5,9,28,M,2.6
2,9,rural,5,10,1,F,3.6
2,9,rural,5,10,5,F,3.48
2,9,rural,5,10,5,F,3.6
2,9,rural,5,10,10,F,3.68
2,9,rural,5,10,10,F,3.56
2,9,rural,6,9,20,M,3.2
2,9,rural,6,9,20,M,3.12
2,9,rural,6,9,20,M,3
2,9,rural,6,9,20,M,3.2
2,9,rural,6,9,20,F,3.8
2,9,rural,6,9,21,M,2.8
2,9,rural,6,9,21,F,3.8
2,9,rural,6,9,21,M,2.96
2,9,rural,6,9,21,F,3.68
2,9,rural,6,9,21,F,3.8
2,9,rural,6,9,21,M,2.96
2,9,rural,6,9,21,M,3
2,9,rural,6,9,21,M,3.04
2,9,rural,6,9,21,M,3.16
2,9,rural,6,9,21,F,3.56
2,9,rural,6,9,21,M,3.04
2,9,rural,6,9,22,F,3.56
2,9,rural,6,9,22,M,2.92
2,9,rural,6,9,22,F,3.64
2,9,rural,6,9,22,F,3.6
2,9,rural,6,9,23,M,2.76
2,9,rural,6,9,24,F,3.84
2,9,rural,6,9,27,F,3.8
2,9,rural,6,9,29,F,3.36
2,3,suburban,1,9,19,M,3.16
2,3,suburban,1,9,19,M,2.64
2,3,suburban,1,9,19,M,2.76
2,3,suburban,1,9,19,M,2.64
2,3,suburban,1,9,19,M,2.88
2,3,suburban,1,9,20,M,2.32
2,3,suburban,1,9,20,F,3.44
2,3,suburban,1,9,20,M,2.56
2,3,suburban,1,9,20,M,2.6
2,3,suburban,1,9,20,M,2.56
2,3,suburban,1,9,20,F,3.6
2,3,suburban,1,9,20,M,2.72
2,3,suburban,1,9,21,F,3.6
2,3,suburban,1,9,21,F,3.16
2,3,suburban,1,9,21,F,3.28
2,3,suburban,1,9,21,F,3.04
2,3,suburban,1,9,21,F,3.12
2,3,suburban,1,9,21,F,3.6
2,3,suburban,1,9,26,F,3.08
2,3,suburban,1,9,26,M,2.16
2,3,suburban,2,9,19,M,2.64
2,3,suburban,2,9,19,M,2.8
2,3,suburban,2,9,19,M,2.72
2,3,suburban,2,9,19,M,2.92
2,3,suburban,2,9,20,M,2.8
2,3,suburban,2,9,20,M,3
2,3,suburban,2,9,20,M,3.04
2,3,suburban,2,9,20,F,3.48
2,3,suburban,2,9,20,M,2.8
2,3,suburban,2,9,20,M,3
2,3,suburban,2,9,20,F,3.36
2,3,suburban,2,9,20,M,2.68
2,3,suburban,2,9,20,M,2.96
2,3,suburban,2,9,20,M,2.92
2,3,suburban,2,9,20,M,3.04
2,3,suburban,2,9,21,M,3
2,3,suburban,2,9,21,F,3.4
2,3,suburban,2,9,21,F,3.6
2,3,suburban,2,9,21,F,3.44
2,3,suburban,2,9,21,F,3.28
2,3,suburban,2,9,22,F,3.36
2,3,suburban,2,9,22,F,3.4
2,3,suburban,2,9,24,F,3.44
2,3,suburban,3,9,20,M,2.88
2,3,suburban,3,9,20,M,3
2,3,suburban,3,9,20,M,2.96
2,3,suburban,3,9,20,M,2.92
2,3,suburban,3,9,20,M,3.08
2,3,suburban,3,9,20,M,3.16
2,3,suburban,3,9,20,M,2.88
2,3,suburban,3,9,20,M,2.72
2,3,suburban,3,9,21,F,3.6
2,3,suburban,3,9,21,F,3.8
2,3,suburban,3,9,21,M,2.8
2,3,suburban,3,9,21,M,2.48
2,3,suburban,3,9,22,F,3.8
2,3,suburban,3,9,22,F,3.64
2,3,suburban,3,9,23,M,2.96
2,3,suburban,3,9,23,F,3.56
2,3,suburban,3,9,23,F,3.4
2,3,suburban,3,9,23,F,3.48
2,3,suburban,3,9,23,F,3.44
2,3,suburban,3,9,24,F,3.12
2,3,suburban,3,9,25,F,3.56
2,3,suburban,3,9,25,F,3.4
2,3,suburban,3,9,28,F,3
2,3,suburban,3,10,3,F,3.36
2,3,suburban,4,9,19,M,3
2,3,suburban,4,9,20,M,3
2,3,suburban,4,9,20,M,2.68
2,3,suburban,4,9,20,M,2.76
2,3,suburban,4,9,20,M,2.72
2,3,suburban,4,9,20,M,2.12
2,3,suburban,4,9,20,M,2.56
2,3,suburban,4,9,21,M,2.6
2,3,suburban,4,9,21,F,3.6
2,3,suburban,4,9,21,M,2.48
2,3,suburban,4,9,21,F,3.48
2,3,suburban,4,9,21,M,2.64
2,3,suburban,4,9,21,M,2.2
2,3,suburban,4,9,21,M,2.44
2,3,suburban,4,9,21,F,3.08
2,3,suburban,4,9,21,M,2.6
2,3,suburban,4,9,22,F,3
2,3,suburban,4,9,22,F,3.4
2,3,suburban,4,9,22,F,3.08
2,3,suburban,4,9,23,F,3.2
2,3,suburban,4,9,26,F,2.92
2,3,suburban,4,9,26,F,3.2
2,3,suburban,4,9,27,F,3.08
2,3,suburban,4,10,1,F,3.2
2,3,suburban,5,9,20,M,2.72
2,3,suburban,5,9,20,M,2.44
2,3,suburban,5,9,20,M,2.88
2,3,suburban,5,9,20,M,2.8
2,3,suburban,5,9,20,M,2.8
2,3,suburban,5,9,20,M,2.8
2,3,suburban,5,9,20,M,2.84
2,3,suburban,5,9,21,M,2.64
2,3,suburban,5,9,21,F,3.68
2,3,suburban,5,9,22,F,3.68
2,3,suburban,5,9,22,F,3.52
2,3,suburban,5,9,23,F,3.4
2,3,suburban,5,9,24,F,3.32
2,3,suburban,5,9,25,F,3.32
2,3,suburban,5,9,27,M,2.16
2,3,suburban,5,9,30,M,3
2,3,suburban,6,9,19,M,3
2,3,suburban,6,9,19,M,2.96
2,3,suburban,6,9,20,M,2.48
2,3,suburban,6,9,20,M,2.88
2,3,suburban,6,9,20,M,2.88
2,3,suburban,6,9,20,M,3
2,3,suburban,6,9,20,M,2.84
2,3,suburban,6,9,20,F,3.64
2,3,suburban,6,9,20,M,3
2,3,suburban,6,9,20,M,3.08
2,3,suburban,6,9,20,M,3.04
2,3,suburban,6,9,20,F,3.56
2,3,suburban,6,9,20,M,2.6
2,3,suburban,6,9,21,F,3.56
2,3,suburban,6,9,21,M,2.84
2,3,suburban,6,9,21,F,3.64
2,3,suburban,6,9,21,F,3.56
2,3,suburban,6,9,21,F,3.48
2,3,suburban,6,9,21,M,2.76
2,3,suburban,6,9,21,M,2.84
2,3,suburban,6,9,21,M,3.08
2,3,suburban,6,9,21,F,3.6
2,3,suburban,6,9,22,F,3.4
2,3,suburban,6,9,22,F,3.6
2,3,suburban,6,10,2,F,2.92
2,5,suburban,1,9,18,M,2.8
