Block,Site,Class,Pot,Month,Day,Sex,WingSize
2,5,suburban,1,9,18,M,2.84
2,5,suburban,1,9,18,M,2.8
2,5,suburban,1,9,19,M,2.92
2,5,suburban,1,9,19,M,2.8
2,5,suburban,1,9,19,M,2.84
2,5,suburban,1,9,19,M,2.8
2,5,suburban,1,9,19,M,2.6
2,5,suburban,1,9,19,F,3.72
2,5,suburban,1,9,20,F,3.52
2,5,suburban,1,9,20,F,3.6
2,5,suburban,1,9,20,M,2.56
2,5,suburban,1,9,20,F,3.24
2,5,suburban,1,9,20,M,2.8
2,5,suburban,1,9,21,F,3.16
2,5,suburban,1,9,21,F,3.16
2,5,suburban,1,9,21,F,3.56
2,5,suburban,1,9,21,F,3.04
2,5,suburban,1,9,22,F,3.12
2,5,suburban,1,9,26,F,3
2,5,suburban,1,10,1,M,3.04
2,5,suburban,1,10,3,F,2.88
2,5,suburban,2,9,19,M,2.8
2,5,suburban,2,9,19,M,2.84
2,5,suburban,2,9,19,M,2.96
2,5,suburban,2,9,20,F,3.52
2,5,suburban,2,9,20,M,2.88
2,5,suburban,2,9,20,M,2.84
2,5,suburban,2,9,20,M,2.8
2,5,suburban,2,9,20,M,2.88
2,5,suburban,2,9,20,M,2.76
2,5,suburban,2,9,20,M,3
2,5,suburban,2,9,20,M,2.8
2,5,suburban,2,9,21,F,3.36
2,5,suburban,2,9,21,F,3.6
2,5,suburban,2,9,21,F,3.36
2,5,suburban,2,9,21,F,3.6
2,5,suburban,2,9,21,F,3.8
2,5,suburban,2,9,21,F,3.4
2,5,suburban,2,9,21,F,3.56
2,5,suburban,2,9,21,F,3.6
2,5,suburban,2,9,21,F,3.8
2,5,suburban,2,9,21,F,3.72
2,5,suburban,2,9,21,F,3.44
2,5,suburban,2,9,24,M,2.48
2,5,suburban,2,9,24,F,3.28
2,5,suburban,2,9,25,F,3.64
2,5,suburban,3,9,19,M,3.12
2,5,suburban,3,9,19,F,3.76
2,5,suburban,3,9,19,M,2.96
2,5,suburban,3,9,19,M,2.84
2,5,suburban,3,9,20,F,3.68
2,5,suburban,3,9,20,M,2.96
2,5,suburban,3,9,20,M,3
2,5,suburban,3,9,20,M,2.96
2,5,suburban,3,9,20,F,3.88
2,5,suburban,3,9,20,M,3.04
2,5,suburban,3,9,20,M,2.76
2,5,suburban,3,9,20,F,3.8
2,5,suburban,3,9,21,M,2.84
2,5,suburban,3,9,21,M,2.76
2,5,suburban,3,9,21,F,3.56
2,5,suburban,3,9,21,F,3.44
2,5,suburban,3,9,21,F,3.56
2,5,suburban,3,9,21,F,3.68
2,5,suburban,3,9,22,F,3.4
2,5,suburban,3,9,22,F,3.4
2,5,suburban,3,9,22,F,3.6
2,5,suburban,3,9,25,M,2.6
2,5,suburban,4,9,19,M,2.96
2,5,suburban,4,9,19,M,3
2,5,suburban,4,9,20,M,2.72
2,5,suburban,4,9,20,M,2.76
2,5,suburban,4,9,20,M,2.84
2,5,suburban,4,9,20,M,2.8
2,5,suburban,4,9,20,M,2.88
2,5,suburban,4,9,20,M,2.8
2,5,suburban,4,9,20,M,2.6
2,5,suburban,4,9,20,M,2.76
2,5,suburban,4,9,20,M,2.88
2,5,suburban,4,9,20,M,2.8
2,5,suburban,4,9,20,M,2.8
2,5,suburban,4,9,20,M,2.64
2,5,suburban,4,9,20,M,2.84
2,5,suburban,4,9,20,M,2.76
2,5,suburban,4,9,20,M,2.92
2,5,suburban,4,9,21,F,3.96
2,5,suburban,4,9,21,F,3.8
2,5,suburban,4,9,21,F,3.72
2,5,suburban,4,9,21,M,2.96
2,5,suburban,4,9,22,F,3.44
2,5,suburban,4,9,22,F,3.2
2,5,suburban,4,9,24,F,3.32
2,5,suburban,4,9,28,F,3.2
2,5,suburban,4,9,30,M,2.84
2,5,suburban,4,10,1,F,3.16
2,5,suburban,5,9,19,M,2.88
2,5,suburban,5,9,20,M,3
2,5,suburban,5,9,20,M,2.8
2,5,suburban,5,9,20,M,2.96
2,5,suburban,5,9,20,M,2.76
2,5,suburban,5,9,20,F,3.16
2,5,suburban,5,9,20,F,3.2
2,5,suburban,5,9,21,M,3.08
2,5,suburban,5,9,21,F,4
2,5,suburban,5,9,21,F,3.84
2,5,suburban,5,9,21,F,3.68
2,5,suburban,5,9,21,M,2.8
2,5,suburban,5,9,21,F,3.6
2,5,suburban,5,9,21,F,3.52
2,5,suburban,5,9,21,F,3.64
2,5,suburban,5,9,21,F,3.68
2,5,suburban,5,9,21,F,3.96
2,5,suburban,5,9,23,F,3.04
2,5,suburban,5,9,23,F,3.6
2,5,suburban,5,9,23,F,3.56
2,5,suburban,5,9,24,F,3.4
2,5,suburban,5,9,26,F,3.28
2,5,suburban,5,9,27,F,3.2
2,5,suburban,6,9,19,M,3.04
2,5,suburban,6,9,19,M,2.76
2,5,suburban,6,9,19,M,2.84
2,5,suburban,6,9,19,M,3.04
2,5,suburban,6,9,19,M,3
2,5,suburban,6,9,19,M,2.8
2,5,suburban,6,9,20,F,3.6
2,5,suburban,6,9,20,M,2.88
2,5,suburban,6,9,20,F,3.96
2,5,suburban,6,9,20,M,2.84
2,5,suburban,6,9,20,M,2.96
2,5,suburban,6,9,20,M,3.32
2,5,suburban,6,9,20,M,3
2,5,suburban,6,9,20,F,3.64
2,5,suburban,6,9,21,F,3.44
2,5,suburban,6,9,21,M,2.8
2,5,suburban,6,9,21,F,3.68
2,5,suburban,6,9,21,F,3.52
2,5,suburban,6,9,21,F,3.6
2,5,suburban,6,9,21,F,3.8
2,5,suburban,6,9,22,F,3.48
2,5,suburban,6,9,23,F,3.56
2,8,suburban,1,9,19,M,2.84
2,8,suburban,1,9,19,M,2.88
2,8,suburban,1,9,19,M,2.96
2,8,suburban,1,9,20,M,2.76
2,8,suburban,1,9,20,M,2.96
2,8,suburban,1,9,20,M,3
2,8,suburban,1,9,20,F,3.56
2,8,suburban,1,9,20,M,2.8
2,8,suburban,1,9,20,M,2.8
2,8,suburban,1,9,21,M,2.56
2,8,suburban,1,9,21,M,2.64
2,8,suburban,1,9,21,M,2.88
2,8,suburban,1,9,21,F,3.64
2,8,suburban,1,9,21,F,3.2
2,8,suburban,1,9,21,F,3.56
2,8,suburban,1,9,21,F,4
2,8,suburban,1,9,21,F,3.4
2,8,suburban,1,9,22,F,3.36
2,8,suburban,1,9,22,F,3.6
2,8,suburban,1,9,22,F,3
2,8,suburban,1,9,22,F,3.28
2,8,suburban,1,9,22,F,3.32
2,8,suburban,1,9,23,F,3.56
2,8,suburban,1,9,23,F,3.36
2,8,suburban,1,9,27,F,3.44
2,8,suburban,1,9,28,F,3.28
2,8,suburban,1,9,29,F,3.2
2,8,suburban,1,9,30,F,3
2,8,suburban,2,9,19,M,2.84
2,8,suburban,2,9,20,M,2.64
2,8,suburban,2,9,20,M,2.76
2,8,suburban,2,9,20,M,2.76
2,8,suburban,2,9,20,M,2.92
2,8,suburban,2,9,21,M,2.6
2,8,suburban,2,9,21,M,2.64
2,8,suburban,2,9,21,M,2.56
2,8,suburban,2,9,21,M,3.16
2,8,suburban,2,9,21,M,2.76
2,8,suburban,2,9,21,M,2.8
2,8,suburban,2,9,21,F,3.36
2,8,suburban,2,9,22,F,3.36
2,8,suburban,2,9,22,F,3.2
2,8,suburban,2,9,22,M,2.84
2,8,suburban,2,9,22,F,3.36
2,8,suburban,2,9,22,F,3.12
2,8,suburban,2,9,25,M,2.44
2,8,suburban,2,9,26,M,2.56
2,8,suburban,2,9,28,F,3.08
2,8,suburban,2,10,5,F,3.6
2,8,suburban,3,9,19,M,3.12
2,8,suburban,3,9,19,M,2.96
2,8,suburban,3,9,19,M,3.04
2,8,suburban,3,9,20,M,3
2,8,suburban,3,9,20,M,3
2,8,suburban,3,9,21,M,3.04
2,8,suburban,3,9,21,M,2.8
2,8,suburban,3,9,21,F,3.6
2,8,suburban,3,9,22,F,3.76
2,8,suburban,3,9,22,F,3.6
2,8,suburban,3,9,22,M,2.56
2,8,suburban,3,9,22,M,3.04
2,8,suburban,3,9,23,M,2.88
2,8,suburban,3,9,23,F,3.64
2,8,suburban,3,9,23,F,3.72
2,8,suburban,3,9,23,F,3.8
2,8,suburban,3,9,23,F,3.72
2,8,suburban,3,9,23,F,3.76
2,8,suburban,3,9,23,F,3.84
2,8,suburban,3,9,24,M,3
2,8,suburban,3,9,24,M,2.96
2,8,suburban,3,9,24,F,3.56
2,8,suburban,3,9,25,F,3.6
2,8,suburban,3,9,26,M,2.76
2,8,suburban,3,9,29,F,3.68
2,8,suburban,3,9,29,F,3.56
2,8,suburban,4,9,20,M,2.96
2,8,suburban,4,9,20,M,2.76
2,8,suburban,4,9,21,M,3.16
2,8,suburban,4,9,21,M,3.08
2,8,suburban,4,9,21,M,3
2,8,suburban,4,9,21,M,2.48
2,8,suburban,4,9,22,M,2.68
2,8,suburban,4,9,22,M,2.64
2,8,suburban,4,9,22,F,3.72
2,8,suburban,4,9,23,F,3.44
2,8,suburban,4,9,23,F,3.68
2,8,suburban,4,9,23,F,3.56
2,8,suburban,4,9,23,F,3.6
2,8,suburban,4,9,23,F,3.36
2,8,suburban,4,9,23,F,3.56
2,8,suburban,4,9,23,F,3.48
2,8,suburban,4,9,24,F,3.6
2,8,suburban,4,9,24,M,2.64
2,8,suburban,4,9,24,F,3.28
2,8,suburban,4,9,25,F,3.44
2,8,suburban,4,9,25,F,3.84
2,8,suburban,4,9,25,M,2.88
2,8,suburban,4,9,25,F,3.64
2,8,suburban,4,9,27,F,3.44
2,8,suburban,4,9,29,F,2.76
2,8,suburban,5,9,21,M,2.76
2,8,suburban,5,9,21,M,2.96
2,8,suburban,5,9,21,M,2.8
2,8,suburban,5,9,21,M,2.96
2,8,suburban,5,9,21,M,3.08
2,8,suburban,5,9,21,M,3.2
2,8,suburban,5,9,22,M,2.56
2,8,suburban,5,9,22,M,2.64
2,8,suburban,5,9,22,M,2.8
2,8,suburban,5,9,22,M,3
2,8,suburban,5,9,22,M,2.8
2,8,suburban,5,9,22,M,2.84
2,8,suburban,5,9,22,F,3.8
2,8,suburban,5,9,23,F,3.6
2,8,suburban,5,9,23,F,3.68
2,8,suburban,5,9,23,F,3.52
2,8,suburban,5,9,23,F,3.56
2,8,suburban,5,9,23,F,3.76
2,8,suburban,5,9,23,F,3.56
2,8,suburban,5,9,23,F,3.8
2,8,suburban,5,9,24,M,3
2,8,suburban,5,9,25,F,3.6
2,8,suburban,5,9,25,F,3.16
2,8,suburban,6,9,20,M,2.88
2,8,suburban,6,9,20,M,2.96
2,8,suburban,6,9,20,M,3
2,8,suburban,6,9,20,M,2.92
2,8,suburban,6,9,20,M,2.88
2,8,suburban,6,9,21,M,3.04
2,8,suburban,6,9,21,M,2.88
2,8,suburban,6,9,21,F,3.44
2,8,suburban,6,9,21,M,2.72
2,8,suburban,6,9,21,M,2.96
2,8,suburban,6,9,21,M,2.72
2,8,suburban,6,9,21,F,3.88
2,8,suburban,6,9,21,M,2.68
2,8,suburban,6,9,21,F,3.56
2,8,suburban,6,9,21,F,3.48
2,8,suburban,6,9,21,M,2.8
2,8,suburban,6,9,21,M,2.72
2,8,suburban,6,9,21,M,2.84
2,8,suburban,6,9,22,F,3.6
2,8,suburban,6,9,22,F,3.16
2,8,suburban,6,9,22,F,3.36
2,8,suburban,6,9,23,F,3.48
2,8,suburban,6,9,23,F,3.4
2,8,suburban,6,9,24,F,3.4
2,8,suburban,6,9,27,F,3.6
2,8,suburban,6,10,1,F,3.84
2,4,urban,1,9,19,M,2.76
2,4,urban,1,9,19,M,2.88
2,4,urban,1,9,20,M,2.44
2,4,urban,1,9,20,M,3.16
2,4,urban,1,9,20,M,2.76
2,4,urban,1,9,20,M,2.4
2,4,urban,1,9,20,M,2.6
2,4,urban,1,9,20,F,3.48
2,4,urban,1,9,20,M,2.8
2,4,urban,1,9,20,F,3.2
2,4,urban,1,9,21,F,3.2
2,4,urban,1,9,21,F,3.2
2,4,urban,1,9,21,M,2.52
2,4,urban,1,9,22,F,2.88
2,4,urban,2,9,19,M,3
2,4,urban,2,9,19,M,3.24
2,4,urban,2,9,19,M,2.6
2,4,urban,2,9,19,M,2.96
2,4,urban,2,9,20,M,2.92
2,4,urban,2,9,20,M,2.84
2,4,urban,2,9,20,M,2.84
2,4,urban,2,9,20,M,2.76
2,4,urban,2,9,20,M,2.96
2,4,urban,2,9,20,M,2.92
2,4,urban,2,9,20,M,2.96
2,4,urban,2,9,20,M,3.04
2,4,urban,2,9,21,M,2.8
2,4,urban,2,9,21,F,3.4
2,4,urban,2,9,21,F,3.6
2,4,urban,2,9,21,F,3.16
2,4,urban,2,9,21,M,2.8
2,4,urban,2,9,21,F,3.72
2,4,urban,2,9,21,M,2.88
2,4,urban,2,9,21,M,2.8
2,4,urban,2,9,21,F,3.44
2,4,urban,2,9,22,F,3.52
2,4,urban,2,9,22,F,3.6
2,4,urban,2,9,22,F,3.6
2,4,urban,2,9,22,F,3.36
2,4,urban,3,9,19,M,2.88
2,4,urban,3,9,20,M,2.88
2,4,urban,3,9,20,M,2.8
2,4,urban,3,9,20,M,2.72
2,4,urban,3,9,20,M,2.88
2,4,urban,3,9,20,M,2.8
2,4,urban,3,9,20,F,3.84
2,4,urban,3,9,20,M,3.04
2,4,urban,3,9,21,F,3.48
2,4,urban,3,9,21,F,3.72
2,4,urban,3,9,21,M,3.2
2,4,urban,3,9,21,F,3.52
2,4,urban,3,9,21,F,3.92
2,4,urban,3,9,21,F,3.84
2,4,urban,3,9,21,F,3.76
2,4,urban,3,9,21,M,2.8
2,4,urban,3,9,21,M,2.96
2,4,urban,3,9,21,M,2.92
2,4,urban,3,9,22,F,3.6
2,4,urban,3,9,23,F,3.68
2,4,urban,3,9,24,F,3.6
2,4,urban,3,9,24,F,3.4
2,4,urban,3,9,25,M,2.64
2,4,urban,3,9,28,M,2.76
2,4,urban,4,9,19,M,3
2,4,urban,4,9,19,M,3
2,4,urban,4,9,19,M,3.08
2,4,urban,4,9,19,M,3.12
2,4,urban,4,9,20,M,3.04
2,4,urban,4,9,20,M,3
2,4,urban,4,9,20,M,2.96
2,4,urban,4,9,20,M,2.76
2,4,urban,4,9,20,M,3.08
2,4,urban,4,9,20,M,3.04
2,4,urban,4,9,20,F,4
2,4,urban,4,9,20,M,2.8
2,4,urban,4,9,20,M,2.96
2,4,urban,4,9,20,M,3.12
2,4,urban,4,9,20,M,3
2,4,urban,4,9,20,F,3.56
2,4,urban,4,9,20,M,2.84
2,4,urban,4,9,21,F,3.64
2,4,urban,4,9,21,F,3.76
2,4,urban,4,9,21,F,3.44
2,4,urban,4,9,21,M,3.08
2,4,urban,4,9,21,M,3
2,4,urban,4,9,21,F,3.56
2,4,urban,4,9,21,M,3.04
2,4,urban,4,9,21,F,3.8
2,4,urban,4,9,21,F,3.68
2,4,urban,4,9,21,F,3.88
2,4,urban,4,9,21,M,3.04
2,4,urban,4,9,22,F,3.4
2,4,urban,4,9,22,F,3.52
2,4,urban,4,9,22,F,3.44
2,4,urban,4,9,23,F,3.64
2,4,urban,4,9,23,F,3.68
2,4,urban,5,9,20,M,2.88
2,4,urban,5,9,20,F,3.68
2,4,urban,5,9,20,M,2.92
2,4,urban,5,9,20,M,3.16
2,4,urban,5,9,21,F,3.64
2,4,urban,5,9,21,F,3.76
2,4,urban,5,9,21,F,3.56
2,4,urban,5,9,21,M,3.04
2,4,urban,5,9,21,F,3.4
2,4,urban,5,9,21,F,3.6
2,4,urban,5,9,21,F,3.92
2,4,urban,5,9,22,M,2.68
2,4,urban,5,9,22,M,2.6
2,4,urban,5,9,22,F,3.44
2,4,urban,6,9,19,M,3.04
2,4,urban,6,9,19,M,3.04
2,4,urban,6,9,19,M,3
2,4,urban,6,9,19,M,3
2,4,urban,6,9,19,M,3.04
2,4,urban,6,9,20,M,3
2,4,urban,6,9,20,M,3.16
2,4,urban,6,9,20,M,3.04
2,4,urban,6,9,20,M,3.04
2,4,urban,6,9,20,M,3.08
2,4,urban,6,9,20,M,2.88
2,4,urban,6,9,20,F,3.72
2,4,urban,6,9,20,M,2.64
2,4,urban,6,9,20,M,2.76
2,4,urban,6,9,20,M,2.56
2,4,urban,6,9,20,M,2.8
2,4,urban,6,9,20,M,2.36
2,4,urban,6,9,20,M,3.08
2,4,urban,6,9,20,M,3.04
2,4,urban,6,9,20,M,2.76
2,4,urban,6,9,20,M,2.92
2,4,urban,6,9,20,M,2.92
2,4,urban,6,9,20,M,2.88
2,4,urban,6,9,22,F,3.84
2,4,urban,6,9,22,M,2.68
2,4,urban,6,9,22,M,2.8
2,4,urban,6,9,22,F,3.8
2,4,urban,6,9,22,F,4
2,4,urban,6,9,28,F,3.2
2,7,urban,1,9,18,M,2.56
2,7,urban,1,9,19,M,2.8
2,7,urban,1,9,19,M,2.96
2,7,urban,1,9,19,M,2.8
2,7,urban,1,9,20,F,3.4
2,7,urban,1,9,20,F,3.6
2,7,urban,1,9,20,M,2.88
2,7,urban,1,9,21,M,2.44
2,7,urban,1,9,21,F,3.12
2,7,urban,1,9,22,M,2.76
2,7,urban,1,9,22,F,3.4
2,7,urban,1,9,23,F,3.48
2,7,urban,1,9,23,F,3.4
2,7,urban,1,9,25,F,3.32
2,7,urban,2,9,18,M,2.84
2,7,urban,2,9,18,M,2.8
2,7,urban,2,9,18,M,2.76
2,7,urban,2,9,18,M,2.92
2,7,urban,2,9,19,M,2.96
2,7,urban,2,9,19,M,2.76
2,7,urban,2,9,19,M,2.8
2,7,urban,2,9,19,F,3.6
2,7,urban,2,9,19,M,2.84
2,7,urban,2,9,19,M,2.84
2,7,urban,2,9,19,M,2.76
2,7,urban,2,9,19,M,2.76
2,7,urban,2,9,19,M,2.72
2,7,urban,2,9,20,F,3.56
2,7,urban,2,9,20,F,3.36
2,7,urban,2,9,21,M,2.32
2,7,urban,2,9,21,F,3.36
2,7,urban,2,9,21,F,3.32
2,7,urban,2,9,21,F,3.36
2,7,urban,2,9,21,F,3.16
2,7,urban,2,9,22,F,3.28
2,7,urban,3,9,19,M,2.76
2,7,urban,3,9,19,M,2.8
2,7,urban,3,9,19,M,2.76
2,7,urban,3,9,19,M,2.72
2,7,urban,3,9,19,M,2.68
2,7,urban,3,9,19,M,2.84
2,7,urban,3,9,19,M,2.68
2,7,urban,3,9,20,M,2.68
2,7,urban,3,9,20,M,2.4
2,7,urban,3,9,20,F,3.4
2,7,urban,3,9,20,F,3.24
2,7,urban,3,9,20,M,2.48
2,7,urban,3,9,21,F,3
2,7,urban,3,9,21,F,2.96
2,7,urban,3,9,21,F,3.2
2,7,urban,3,9,22,F,3.16
2,7,urban,3,9,28,F,3
2,7,urban,4,9,19,M,2.48
2,7,urban,4,9,19,M,2.84
2,7,urban,4,9,20,M,2.72
2,7,urban,4,9,20,M,2.8
2,7,urban,4,9,20,M,2.84
2,7,urban,4,9,20,M,2.88
2,7,urban,4,9,20,M,2.64
2,7,urban,4,9,20,M,2.6
2,7,urban,4,9,20,M,2.68
2,7,urban,4,9,21,M,2.64
2,7,urban,4,9,21,M,2.56
2,7,urban,4,9,21,F,3.44
2,7,urban,4,9,21,F,3
2,7,urban,4,9,21,F,3.28
2,7,urban,4,9,22,F,3.2
2,7,urban,4,9,22,F,3.2
2,7,urban,4,9,22,F,3.4
2,7,urban,4,9,22,M,2.24
2,7,urban,4,9,23,F,3.04
2,7,urban,4,9,24,F,3.08
2,7,urban,4,9,25,F,3.04
2,7,urban,4,9,28,F,2.8
2,7,urban,4,9,28,F,2.92
2,7,urban,4,10,1,F,3.12
2,7,urban,5,9,17,M,3.04
2,7,urban,5,9,19,M,2.84
2,7,urban,5,9,19,M,2.84
2,7,urban,5,9,19,M,2.8
2,7,urban,5,9,19,M,2.72
2,7,urban,5,9,19,M,2.76
2,7,urban,5,9,19,M,2.64
2,7,urban,5,9,19,M,2.84
2,7,urban,5,9,19,M,2.76
2,7,urban,5,9,19,M,2.8
2,7,urban,5,9,19,F,3.56
2,7,urban,5,9,20,F,3.2
2,7,urban,5,9,20,F,3.28
2,7,urban,5,9,20,F,3.2
2,7,urban,5,9,20,F,3.32
2,7,urban,5,9,20,F,3.24
2,7,urban,5,9,20,F,3.44
2,7,urban,5,9,20,F,3.4
2,7,urban,5,9,20,F,3.16
2,7,urban,5,9,20,F,3.36
2,7,urban,5,9,21,F,3.16
2,7,urban,5,9,22,F,2.88
2,7,urban,5,9,22,F,3.16
2,7,urban,5,10,1,F,3.28
2,7,urban,6,9,19,M,2.72
2,7,urban,6,9,19,M,2.64
2,7,urban,6,9,19,M,2.68
2,7,urban,6,9,19,M,2.64
2,7,urban,6,9,19,M,2.8
2,7,urban,6,9,19,M,2.8
2,7,urban,6,9,19,M,2.76
2,7,urban,6,9,19,M,2.52
2,7,urban,6,9,19,M,2.68
2,7,urban,6,9,19,M,2.92
2,7,urban,6,9,20,F,3.24
2,7,urban,6,9,20,M,2.48
2,7,urban,6,9,20,F,3.4
2,7,urban,6,9,20,M,2.76
2,7,urban,6,9,20,M,2.72
2,7,urban,6,9,20,F,3.44
2,7,urban,6,9,20,F,3.24
2,7,urban,6,9,21,F,2.6
2,7,urban,6,9,21,F,3.16
2,7,urban,6,9,21,F,3.4
2,7,urban,6,9,21,F,3.2
2,7,urban,6,9,21,F,3.84
2,7,urban,6,9,21,F,3.8
2,7,urban,6,9,21,M,2.96
2,7,urban,6,9,21,F,3.64
2,7,urban,6,9,21,F,3.68
2,7,urban,6,9,21,F,3.68
2,7,urban,6,9,21,F,3.96
2,7,urban,6,9,24,F,2.8
2,7,urban,6,9,24,F,2.88
2,7,urban,6,9,26,F,2.68
2,7,urban,6,9,26,F,3.16
2,7,urban,6,9,27,F,3.16
2,1,urban,1,9,19,M,2.8
2,1,urban,1,9,19,M,2.76
2,1,urban,1,9,19,M,2.72
2,1,urban,1,9,19,M,2.92
2,1,urban,1,9,19,M,2.88
2,1,urban,1,9,19,M,2.56
2,1,urban,1,9,19,M,2.72
2,1,urban,1,9,20,M,2.68
2,1,urban,1,9,20,F,3.28
2,1,urban,1,9,20,F,3.32
2,1,urban,1,9,20,M,2.84
2,1,urban,1,9,20,F,3.24
2,1,urban,1,9,22,M,2.24
2,1,urban,1,9,22,F,3.2
2,1,urban,1,9,23,F,3.32
2,1,urban,1,9,25,F,3.2
2,1,urban,1,9,28,F,3.36
2,1,urban,1,9,30,F,3.04
2,1,urban,1,9,30,F,3.48
2,1,urban,2,9,20,F,3.48
2,1,urban,2,9,20,M,3
2,1,urban,2,9,20,M,2.76
2,1,urban,2,9,20,M,2.84
2,1,urban,2,9,20,M,2.8
2,1,urban,2,9,20,M,2.92
2,1,urban,2,9,20,M,2.56
2,1,urban,2,9,20,M,2.96
2,1,urban,2,9,21,M,2.8
2,1,urban,2,9,22,F,3.28
2,1,urban,2,9,23,F,3.08
2,1,urban,2,9,23,F,2.8
2,1,urban,2,9,24,F,3
2,1,urban,2,9,26,F,3.16
2,1,urban,2,9,28,F,2.76
2,1,urban,2,9,29,F,3.2
2,1,urban,3,9,21,F,3.28
2,1,urban,3,9,23,M,2.64
2,1,urban,3,9,23,M,2.8
2,1,urban,3,9,27,F,3.16
2,1,urban,3,9,29,F,3.24
2,1,urban,3,9,29,F,3.52
2,1,urban,4,9,19,M,3.04
2,1,urban,4,9,19,M,3
2,1,urban,4,9,21,M,2.8
2,1,urban,4,9,21,F,3.8
2,1,urban,4,9,21,F,3.76
2,1,urban,4,9,21,F,3.72
2,1,urban,4,9,22,F,3.44
2,1,urban,4,9,22,F,3.36
2,1,urban,4,9,22,M,2.52
2,1,urban,4,9,23,F,3.52
2,1,urban,4,9,23,F,3.56
2,1,urban,4,9,28,F,3.48
2,1,urban,5,9,19,M,2.88
2,1,urban,5,9,26,F,3.28
2,1,urban,5,9,26,F,3.4
2,1,urban,5,9,27,F,2.84
2,1,urban,5,9,29,F,2.88
2,1,urban,6,9,19,M,2.84
2,1,urban,6,9,19,M,2.44
2,1,urban,6,9,29,F,3.2